86.4	0.2	0.1	640.8	-99
85.7	0.1	0.2	640.7	-99
82.8	0.4	0.1	640.3	-99
79.5	1	0.2	640.2	-99
80	1.8	0.2	640.1	-99
76.5	4.6	0	640	-99
70	6.3	0.1	640	-99
64	7.9	0.1	640.1	-99
58.1	8.8	0.1	640	-99
52.6	10.2	0.1	640	-99
46.4	11.9	0.1	640.1	-99
40.3	12.4	0.9	640.1	-99
38	13	1	640.1	315
35.3	13.9	1	640.1	-99
33.9	14.3	2.3	640.1	315
33.4	14.6	3.7	640	315
33.1	14.4	3.5	639.9	315
32.9	14.5	3.8	639.8	315
33	14	4.8	639.7	315
32.1	14.8	3.7	639.6	270
31.1	15.6	4.8	639.4	270
30.4	16.1	4.1	639.2	270
27.1	17.9	3.1	639	315
26.3	17.8	3.6	638.8	315
25.2	18.6	4.3	638.4	315
25.7	18	5.2	638.1	315
25.2	18	4.6	637.7	270
24.6	18.1	4	637.5	270
23.4	18.9	4.5	637.2	315
23.1	19.1	5.1	637	315
24.6	18.4	3.8	636.7	315
24.5	18.6	3	636.5	315
23.6	18.9	4	636.1	0
24.2	18.6	5	636	315
24.3	18.8	5	635.8	315
24.6	18.4	6	635.6	315
24.5	18.3	4.8	635.8	315
24.7	18.1	4.7	635.5	315
24.3	17.7	5.9	635.4	315
23.5	17.9	4.3	635.5	0
24.2	17.1	5.4	635.5	315
24	16.9	5.6	635.6	315
24.7	16	5.5	635.6	0
28	15.5	3	635.9	0
39.2	13.2	3.7	636.5	45
46.9	10.8	5.4	637.3	90
53.8	9.7	5.6	637.5	90
55.9	9.3	4.8	637.5	90
57.7	8.9	4.5	637.6	90
59.7	8.4	4.7	637.7	90
60.7	8.2	4.5	637.9	90
62	7.9	4.1	638	90
63.9	7.5	3.9	638.2	90
66.1	7.2	5.5	638.3	90
68.1	7	4.2	638.4	90
70.9	6.6	5.5	638.6	90
72.8	6.3	5.8	638.6	90
74.2	6.1	4.4	638.8	90
76.7	5.8	4	638.9	90
78.6	5.6	4	639.1	90
79.5	5.3	2	639.3	90
81.3	4.9	0.9	639.3	-99
84.2	4.8	3	639.4	90
87	4.6	2.9	639.5	90
89.9	4.3	0.8	639.7	-99
90.9	4.1	1.7	639.8	90
92.3	3.8	4.7	639.6	90
93.4	3.5	4.7	639.6	90
93.7	3.5	5.7	639.5	90
94	3.4	5.6	639.4	90
94.1	3.4	6.8	639.3	90
94.5	3.2	6	639.3	90
94.9	3	5.6	639.3	90
95.2	3	5.5	639.2	90
95.1	3	5.5	639.2	90
94.9	3	6.7	639.1	90
94.8	3	6.6	638.9	90
94.7	3	6.6	638.7	90
95	2.9	7.2	638.5	90
95.1	2.8	6.7	638.4	90
94.8	2.9	4.7	638.4	90
94.5	2.8	3.7	638.4	90
94.5	2.8	4.6	638.2	90
94.5	2.6	4.6	638.2	90
94.5	2.6	4.4	638.2	90
94.4	2.3	3.9	638.2	90
94.4	2.3	2	638.3	135
94.5	2.2	2.5	638.4	45
94.4	2.2	1.8	638.4	45
94.4	2.1	1.9	638.4	45
94.3	2	2.1	638.4	135
94.4	2	2.1	638.4	90
94.5	1.9	1.4	638.5	90
94.5	1.6	0.2	638.6	-99
94.6	1.4	0	638.6	-99
94.4	0.6	0.2	638.8	-99
95.1	-0.2	0.1	639	-99
96.1	0	0.1	639	-99
95.6	0.4	0.1	638.6	-99
94.9	1.6	0.1	638.4	-99
93.4	2.8	0.7	638.2	-99
91.9	3.8	0.7	638.1	-99
90.4	4.7	0.5	638.2	-99
86.4	5.8	0.1	638.3	-99
82.4	6.6	0.1	638.4	-99
77.2	8	0.1	638.4	-99
71.2	8.9	0.4	638.4	-99
67.4	9.5	1	638.4	315
61.1	10.3	1.6	638.5	315
58.1	10.7	3.1	638.4	315
55.2	11.4	3.4	638.3	315
54.4	12	4.4	638.2	0
54.1	12.3	6.3	638.2	315
52.6	12	7.3	638.2	315
49.8	12.2	6.6	638	315
45.4	13	7.6	637.9	315
41.9	14	7.5	637.7	315
37.3	14.8	8	637.5	315
34	15	8.7	637.2	315
31.6	15.1	9.8	637	315
29.4	15.4	11.4	636.7	315
27.1	15.2	11.8	636.4	315
26.8	15.3	11.8	636.1	315
27	15.6	10.3	635.9	315
25.9	15.9	10.5	635.6	315
25.9	16	10.2	635.3	315
28.2	15.9	9.5	635.1	315
29.3	15.8	10.6	634.9	315
29.3	16.1	8.5	634.6	315
29.5	16.3	8.9	634.4	315
29.4	16.2	8.6	634.4	315
29.2	16.1	7.2	634.1	315
28.1	16.3	6.5	634.1	315
26.6	16.4	8.3	633.9	315
25.7	16.5	7	633.8	315
25	16	7.9	633.7	315
24.7	16.1	6.4	633.7	315
24	15.9	7	633.8	315
23.8	15.4	6.7	633.9	315
24.2	14.4	8.3	634.1	315
24.7	13.3	7.5	634.8	315
26.2	11.8	6.7	635.8	315
27.6	10.8	6	636.2	315
29.7	10	5.3	636.4	315
32.2	9.1	4.5	636.6	315
33.6	8.3	4.4	636.8	315
35.2	7.5	4.3	637	315
36.2	6.9	3.8	637.2	315
33.3	6.7	4	637.4	315
27.9	6.1	3.7	637.5	315
27.9	5.6	2.2	637.8	135
24.5	5.2	0.8	638	270
23.8	4.1	0.2	638.1	-99
23.8	3.3	0.1	638.2	-99
22.8	3.5	0.1	638.4	-99
34.4	3.5	0.9	638.6	-99
80.9	3.8	1.1	638.7	90
79.4	3.5	0.4	638.8	-99
82	3.4	2	638.9	90
89	3.2	1.1	638.9	135
91	3	1.4	638.9	90
92	2.9	1.9	638.9	90
92.5	2.7	1.2	638.9	90
92.5	2.4	2	638.9	90
92.8	2.1	1.8	638.8	90
93.2	1.8	2	638.7	90
94.1	1.7	1.7	638.7	90
94.9	1.2	2.2	638.6	90
94.9	1.2	2	638.5	90
95	0.9	3	638.5	90
97.1	0.5	3.5	638.4	90
98.8	1.1	2.6	638.3	135
98.5	0.9	2	638.3	90
97.9	0.6	1.2	638.1	90
97.9	0.3	0.6	638.1	90
97.6	-0.1	0.8	638	90
97.7	-0.3	1.5	637.9	90
97.2	-0.3	0.8	637.8	135
95.7	-0.9	0.1	637.8	-99
91	-1	0.4	637.7	-99
82.7	-1.3	0.4	637.6	-99
81.8	-2.4	0.3	637.7	-99
84.5	-3.4	0.1	637.7	-99
93.2	-3.6	0.1	637.8	-99
91.3	-4.1	0.1	637.9	-99
80.8	-4	0.2	638	-99
76.5	-4.2	0.2	638	-99
72.7	-4.2	0.1	638.1	-99
71.9	-4.4	0.1	638.1	-99
66.7	-4	0	638.1	-99
67.8	-4.2	0.2	638.1	-99
68	-4.4	0.2	638.1	-99
64.9	-4.1	0.1	638.2	-99
63.9	-3.9	0.1	638	-99
62.8	-3.4	0.1	637.3	-99
64.1	-2.8	0.1	637.2	-99
64.7	-1.6	0	637.1	-99
61.3	0.1	0.1	637	-99
56.2	2.2	0.1	637.1	-99
50.4	4.4	0	637.3	-99
43.9	5.4	0.1	637.4	-99
39.5	6.3	0.2	637.5	-99
35.2	7.8	0.1	637.5	-99
30	9.5	0.1	637.5	-99
27	10.3	0.6	637.5	-99
22.5	11.3	0.7	637.5	-99
20.6	12.2	1.4	637.4	270
20.9	12.3	2	637.3	315
19.7	12.9	2.8	637.3	315
18.9	12.6	3.4	637.2	315
18.4	12.3	5.6	637.2	315
17.7	12.9	6.7	637	315
16.9	13.8	5.8	636.8	315
15.7	14.4	6.3	636.6	315
14.8	15.1	6.4	636.5	315
13.9	15.6	7.3	636.2	315
13.8	15.7	8.6	636	315
14.2	15.4	9.6	635.7	315
14.9	15.5	10.2	635.4	315
15.3	15.8	9.9	635.1	315
15.4	15.7	11.1	634.7	315
15.5	15.6	10.6	634.5	315
15.8	15.7	11.4	634.3	270
16.6	15.6	11.3	634.1	315
16.8	15.5	10.9	633.8	315
16.7	15.4	12.5	633.6	315
16.4	15.6	10.1	633.5	315
16.2	15.9	10.3	633.4	270
16.7	15.8	10.2	633.3	315
16.5	15.7	9.6	633.3	270
17.3	15.3	9.2	633.3	270
17.4	15.1	9.2	633.3	315
17.4	15.3	7.3	633.4	315
17	15	6.2	633.5	315
17.1	14.9	5.3	633.7	315
16.9	14.4	4.2	633.8	315
17	13.3	4.8	634.2	315
18.1	11.5	3.1	635.3	315
18.9	10.2	2.2	635.8	225
20.8	9.5	1.5	635.9	0
40.7	8.4	3.2	636	90
53.4	7.3	3.2	636.2	90
58.6	6.8	4.2	636.3	90
64.4	6.3	4.2	636.5	90
66.4	6	4.2	636.7	90
70	5.7	5.2	636.9	90
72.9	5.3	5.7	637.1	90
71.3	5	6.1	637.2	90
69.6	4.9	5.7	637.4	90
71.3	4.6	3.3	637.8	90
73.9	4.2	3.7	638	90
75.1	4	4.1	638.1	90
75.8	3.9	4.4	638.1	90
79.9	3.7	5	638.2	90
81.6	3.4	5.9	638.2	90
83.7	3.1	6	638.2	90
85.5	2.9	5.7	638.2	90
88.3	2.7	5.9	638.3	90
89.2	2.6	5.5	638.3	90
90	2.5	4.5	638.3	90
90.1	2.3	3.8	638.3	90
90.5	2.1	3.6	638.3	90
90.7	2	3.5	638.2	90
90.9	1.7	3.9	592.5	90
91	1.5	3	638	90
91.2	1.4	3.1	637.9	90
91.7	1.5	3	637.9	90
92.2	1.3	2	637.8	90
91.9	0.2	0.1	637.9	-99
92.4	-0.9	0.2	637.9	-99
93.3	-1.2	0.1	637.7	-99
93.9	-1.4	0.1	637.7	-99
93.8	-1.4	0.1	637.6	-99
94.1	-1.9	0.1	637.6	-99
94.4	-2.1	0.1	637.6	-99
95.5	-2.6	0	637.5	-99
96	-2.5	0	637.5	-99
94.3	-2.4	0.1	637.4	-99
93.7	-2.6	0.1	637.4	-99
93.5	-3	0.1	637.5	-99
91.6	-3.1	0.1	637.5	-99
91	-3.3	0.1	637.6	-99
91	-3.5	0.1	637.6	-99
91	-3.4	0.1	637.5	-99
90.6	-3.5	0.1	637.5	-99
90.1	-3.2	0.8	637.5	90
90.2	-3	0.9	637.6	135
90.1	-2.8	1.6	637.6	135
90	-2.8	0.6	637.7	-99
90	-2.8	0.2	637.8	-99
91.3	-2.4	1.2	637.8	135
96.7	-1	3.6	637.9	90
96.9	-0.4	4.3	638	90
97.1	-0.1	6.1	637.9	90
96	0.5	6.6	637.8	90
95	1	7.1	637.5	90
93.3	1.6	7.8	637.1	90
91.5	2.3	6.8	637.2	90
89.6	2.8	7.2	637.3	90
84.9	3.6	5.7	637.5	90
80.4	4.7	4.8	637.5	90
74.8	5.7	4.5	637.6	90
71.3	6.3	3.7	637.6	90
65.1	7.9	2.8	637.5	135
60.4	9.1	2.3	637.5	90
59.1	9.1	2.5	637.4	90
57.9	9.6	1.8	637.3	90
56.4	9.4	3	637.1	90
51.4	10.9	2.6	637	90
47.5	12.4	2.1	636.8	90
45.4	13.6	2.4	636.6	45
44.7	13.6	2.9	636.3	90
46.3	12.5	4.5	636	90
44.6	12.9	4.6	635.8	90
41.6	14.3	3.2	635.7	90
38.4	15.2	3.9	635.3	0
28.3	16.4	8.6	635.1	315
26.8	15.6	11	634.7	315
25.9	15.4	11.2	634.5	315
26.4	15.1	11.8	634.2	270
26.9	15.2	10.8	633.9	315
23.6	15.5	9.5	633.8	315
23.9	15.6	10.1	633.6	315
23.7	15.8	7.6	633.6	315
24.5	16	7.1	633.5	315
24.2	15.9	6.6	633.3	315
24.1	15.5	9.4	633.1	315
23.5	15.5	7.8	633.1	315
23.1	15.3	6.9	633.1	315
22.7	14.9	8.3	633.2	315
22.5	14.5	6.9	633.3	315
22.6	14.1	5.3	633.6	315
32.1	12.8	3.3	634.3	45
50.2	10.2	3.5	635.3	45
58.8	8.7	4.4	635.6	90
65.7	7.6	5.7	635.8	45
70	7	5.2	636	90
72.8	6.6	5.4	636.1	90
74.7	6.3	4.8	636.3	90
76.5	6	5.4	636.4	90
78	5.8	5.2	636.6	90
79.8	5.4	5.2	636.6	90
81.6	5.1	4	637	90
83.7	4.8	3.9	637.2	90
84.9	4.7	3.9	637.2	90
88	4.4	5	637.2	90
91	4	5.7	637.3	90
91.7	3.7	5.8	637.5	90
92.2	3.5	6	637.6	90
92.4	3.4	5.3	637.7	90
92.4	3.3	4.9	637.8	90
92.8	3.2	5.3	637.8	90
93.1	3.1	5.2	637.9	90
93.3	2.9	4.7	638	90
93.5	2.8	3.4	638.1	90
93.8	2.6	3.7	638	90
93.7	2.6	3.4	637.9	90
93.8	2.5	3.4	637.8	90
94	2.3	2.9	637.8	90
94.2	2.1	2.6	637.8	135
94.3	2	2.2	637.8	90
94.7	1.8	2	637.7	135
95	1.6	1.3	637.7	135
95.3	1.5	0.8	637.6	135
95.4	1.4	1.4	637.5	135
95.5	1.1	0.2	637.5	-99
95.2	0.5	0.1	637.4	-99
95.3	-0.4	0.2	637.4	-99
96.3	-1.5	0.1	637.3	-99
97.9	-1.9	0.4	637.3	-99
98.7	-2	0.1	637.3	-99
99.7	-1.9	0.1	637.3	-99
99.8	-1.8	0.1	637.3	-99
99.1	-1.9	0.1	637.3	-99
98.3	-2	0.1	637.2	-99
98.1	-2	0.1	637.2	-99
97.3	-2.1	0.3	637.3	-99
96.4	-2.1	0.1	637.3	-99
96.5	-2.5	0	637.4	-99
96.3	-2.8	0.1	637.4	-99
95.3	-2.7	0.1	637.4	-99
96.1	-2.5	0.1	637.5	-99
96.7	-2.7	0.2	637.6	-99
96.7	-2.9	0.7	637.7	-99
95.3	-3.7	0.5	637.9	-99
95.4	-3.4	0.1	637.9	-99
94.7	-2.7	0.2	637.3	-99
93.2	-1.9	0.5	637.1	135
91.6	-0.5	0	637	-99
89.3	1.4	0.2	637	-99
83.9	3.8	0.1	637	-99
76.3	4.9	0.1	637	-99
73.5	5.3	0.8	637	-99
73.7	5.3	1.4	637.1	270
68.9	6.2	1	637.2	270
65	7.4	0.9	637.2	-99
61	8.5	2.3	637.2	270
55.9	9.4	4.3	637.2	270
45.3	10.4	5.9	637.2	315
39.7	11	6.5	637.1	315
39.2	11.5	6.9	637	315
37.8	11.9	6.4	637	315
29.9	12	8.8	636.8	315
25.8	12.4	8.9	636.7	315
26.3	13.3	8.2	636.6	315
25.1	13.6	9.3	636.6	315
23.4	13.9	9.7	636.4	315
22.9	14.4	8.9	636.3	315
20.2	14.9	9.8	636.1	315
20	15	9.1	635.9	315
20.6	15	8.3	635.6	315
19.1	15.5	8.3	635.3	315
19.4	15.6	8.3	635	315
19.1	15.5	7.2	634.8	315
19.8	15.6	7.9	634.6	315
19.4	15.2	8.8	634.4	315
19.2	15.5	7.5	634.3	315
19.8	15.2	6.3	634.3	315
20.5	15	8.9	634.1	315
20.3	15.3	7.4	633.8	315
19.8	15.5	7.3	633.9	315
19.7	15.7	5.1	633.9	315
19.6	16.1	5.3	633.7	315
19.4	15.6	4.1	633.9	315
19.5	15.5	5.2	633.7	315
19.7	14.3	4.4	634.5	315
20.3	12.8	4.4	635	315
20.1	12.3	5.3	634.9	315
20.4	11.8	4.2	635.1	315
21.7	10.7	3.8	635.7	315
24.2	9.7	2.1	635.9	315
25.9	8.5	0.2	636.1	-99
26.9	7.9	0.2	636.2	-99
26.8	8.2	2.4	636.2	315
27.4	8.1	2.3	636.3	0
31.2	7.6	1.1	636.5	0
59.4	6.9	2.3	636.7	135
64.3	6.5	2.7	636.9	45
68	6.1	2.7	637	90
73.6	5.6	2.6	637.3	90
76.4	5.2	2.2	637.6	90
80.3	4.9	2.9	637.7	90
83.4	4.7	4	637.7	135
85.7	4.5	4	637.7	90
88.4	4.2	3.9	637.8	90
90.6	3.8	3.4	637.8	90
91.5	3.5	3.4	637.9	90
92.6	3.2	3.7	637.8	90
93.4	3	3.5	637.9	135
93.9	2.8	3.1	637.9	90
94	2.7	3.2	638	90
94	2.7	3.7	638	90
93.9	2.7	3.2	638	90
94.1	2.5	2.6	638	90
94	2.3	1.8	638	90
93.9	2.1	1.1	638	-99
94.1	1.8	0.8	638	45
94.5	1.7	1	637.9	135
93.9	0.8	0.6	637.9	-99
94.6	-0.5	0.1	637.9	-99
95.7	-0.9	0.1	637.8	-99
94.8	-0.9	0.1	637.8	-99
94.6	-1.2	0.1	637.7	-99
94.4	-1.5	0.1	637.6	-99
94.6	-1.6	0.1	637.5	-99
95.6	-1.4	0	637.5	-99
92.9	-1.8	0.6	637.4	135
91.7	-2.4	0.2	637.5	-99
92.3	-2.5	0.1	637.4	-99
92.3	-2.4	0.1	637.4	-99
92.2	-2.4	0.2	637.4	-99
93.9	-2.2	0.1	637.4	-99
92.3	-2.4	0.1	637.4	-99
90.8	-3	0.1	637.4	-99
88.1	-2.7	0.1	637.4	-99
85.2	-3.3	0.1	637.4	-99
81.9	-3.5	0.1	637.5	-99
83.1	-3.8	0.1	637.6	-99
82.6	-3.9	0.1	637.7	-99
82.1	-4.2	0.2	637.8	-99
83.6	-4.6	0.1	638	-99
83.3	-4.8	0.1	637.9	-99
86.3	-4.4	0.1	637.3	-99
84.9	-3.3	0.1	637.1	-99
83.1	-1.6	0.1	637	-99
79.2	0.8	0.1	636.9	-99
73.6	1.9	0.1	636.9	-99
75.5	2.4	0.4	637	-99
73.7	2.9	0.7	637.2	270
70.1	3.7	1.4	637.4	225
61.9	4.5	1.9	637.4	225
57.7	5.6	1.6	637.4	270
53.9	6.7	2	637.5	270
48.2	8.2	1.7	637.5	270
41.8	9.1	2.3	637.6	270
39	10	3.4	637.6	270
37.3	10.7	4.1	637.5	315
35.7	10.8	5	637.4	315
34.4	10.9	4.5	637.4	315
30.6	11.9	5	637.3	315
26.5	13.2	5.1	637.2	315
20.8	13.6	7.2	637	315
19.1	14.5	8.2	636.8	315
18.8	14.7	7.4	636.7	315
17.6	14.7	6.6	636.5	315
17.4	15.4	5.2	636.3	315
17.3	16.4	4.3	636.1	315
17	15.9	4.5	635.9	270
16.1	16.8	4.9	635.6	315
16	17	3.9	635.3	315
15.7	16.4	3.2	635.1	315
15.2	16.8	4.9	634.8	315
14.9	16.2	3.6	634.6	315
14.3	16.4	5.9	634.4	315
13.7	16.8	5.7	634.2	315
14.1	16.3	6.5	634.1	270
14.2	17.2	1.8	634.1	270
13.6	17.3	4.1	633.9	315
11.8	16.1	5.9	633.7	270
11.5	15.5	5.9	633.7	270
11.7	15.8	5	633.8	270
11.3	15.5	4.4	633.8	225
11.5	15.3	3	633.9	225
11.3	14.5	3.6	634.1	270
12.2	13.7	1.2	634.6	-99
12.8	11.8	0.1	635.6	-99
16	9.8	0.3	636.1	-99
18.5	9.8	1.5	636.2	0
18.9	9.4	1	636.3	0
20.3	8.6	0.3	636.5	-99
25	7.8	0.3	636.7	-99
40.6	7.3	0.7	637	-99
33.2	7	1.4	637.4	270
23.7	6.8	2.3	637.4	315
23.5	6.4	1.5	637.5	315
26.1	5.6	0.3	637.7	-99
44.5	5.4	1.6	637.9	90
60	5.1	1.3	638.1	90
64.3	4.6	1.7	638.2	90
70.4	4.4	2.7	638.3	90
72.7	4	1.8	638.4	90
75.5	3.6	1.3	638.6	90
77	2.9	0.7	638.8	-99
79.7	2.8	2.6	638.8	90
81.5	2.5	1.6	638.9	135
82.5	2.2	0.9	638.9	135
84.2	2.1	2.1	638.9	90
85.5	1.9	1	638.8	135
86.5	1.5	0.9	638.8	45
87.1	1.1	0.3	638.9	45
86.5	0.6	1.2	638.8	90
87.1	0.5	1.1	638.8	90
86.7	0.2	1.4	638.8	90
85.8	0.1	1.3	638.7	45
81.2	-0.1	1.2	638.7	135
70.1	-0.2	1	638.5	45
64.8	-0.1	0.3	638.5	-99
66.4	-0.3	0.2	638.5	-99
68.8	-1.1	0.2	638.5	-99
66.8	-2	0.1	638.5	-99
61	-2.1	0.1	638.4	-99
62	-2.8	0.6	638.4	135
54	-3.3	1.3	638.3	135
49.6	-2.7	0.1	638.2	-99
49.9	-2.4	0.1	638.2	-99
53.8	-3.4	0.1	638.3	-99
55.1	-3.8	0.1	638.3	-99
59.4	-4.2	0.1	638.3	-99
51.6	-3.8	0.1	638.2	-99
53.2	-3.9	0	638.3	-99
51.4	-4.7	0.1	638.4	-99
47.3	-4.1	0.1	638.3	-99
47.9	-4.3	0.5	638.3	-99
47.7	-4.9	0.2	638.4	-99
48.2	-5.1	0.2	638.5	-99
49.4	-5.4	0.1	638.6	-99
52.9	-5.9	0.7	638.7	135
53.8	-5.9	0.1	638.7	-99
54	-5	0.1	638.1	-99
51.3	-3.4	0.1	637.9	-99
49.6	-1.5	0.1	637.8	-99
42.5	0.2	0.2	637.7	-99
38.1	1.2	0.1	637.9	-99
35.4	2.3	0.2	638	-99
34	2.7	0.9	638.2	270
31.6	3.9	0.5	638.4	-99
29.2	4.9	1.6	638.5	270
27.8	6.2	1.7	638.6	315
27.3	7.6	2.7	638.5	315
26.7	8.7	4.2	638.5	315
25.9	9.3	4.6	638.6	315
24	10.1	4.7	638.5	315
21.5	11	5.4	638.5	315
20.6	11.3	5.4	638.4	315
20	11.4	5.5	638.3	315
18.9	12.2	4.8	638.2	315
16.3	13.5	4.6	638.1	315
15.6	14.1	3.9	637.9	315
15.5	15.3	3.9	637.7	315
16.2	15.7	3.6	637.6	315
15.5	15.9	5.5	637.3	270
15.3	15.9	5.1	637.1	315
13.9	15.9	5.3	636.8	270
14.4	16.5	4.1	636.5	315
14.1	17.1	4.5	636.3	315
14.4	16.3	6.3	636.1	315
13.5	16.1	7.7	635.8	315
12.8	15.9	7.6	635.5	315
12.6	15.9	8	635.3	315
12.1	15.7	8.1	635.1	315
11.9	15.8	8.2	634.9	315
12.4	15.5	9.2	634.8	315
15	15.9	7.4	634.7	315
15.6	15.7	7.8	634.6	315
14.9	15.6	7.7	634.5	315
12.8	15.5	7.5	634.5	315
13.2	15.3	7.1	634.5	315
12.2	14.9	7.2	634.5	315
11.5	14.5	6.8	634.6	315
11	13.8	6.7	634.8	315
11.4	12.8	5	635.4	315
12.9	11.1	4.2	636.4	315
