1	6489	0.2271979
2	4447	0.1557018
3	4534	0.1587479
4	4845	0.1696369
5	2401	0.0840657
6	1786	0.0625328
7	1413	0.0494731
8	792	0.0277301
9	703	0.0246140
10	327	0.0114492
11	280	0.0098036
12	133	0.0046567
13	118	0.0041315
14	71	0.0024859
15	76	0.0026610
16	65	0.0022758
17	49	0.0017156
18	20	0.0007003
19	8	0.0002801
20	2	0.0000700
21	2	0.0000700
