0.0000000	-1.5996895	0.0000000	2.5590065	-0.0000000
0.6931472	-0.9976722	0.4804530	0.9953499	-0.6915337
1.0986123	-0.4742351	1.2069490	0.2248989	-0.5210005
1.3862944	-0.0832763	1.9218121	0.0069349	-0.1154455
1.6094379	0.2169757	2.5902904	0.0470785	0.3492089
1.7917595	0.4615023	3.2104020	0.2129844	0.8269011
1.9459101	0.6408477	3.7865663	0.4106857	1.2470320
2.0794415	0.7572448	4.3240771	0.5734196	1.5746462
2.1972246	0.9051956	4.8277958	0.8193790	1.9889180
2.3025851	1.0244606	5.3018981	1.0495196	2.3589078
2.3978953	1.1667104	5.7499017	1.3612132	2.7976494
2.4849066	1.2562457	6.1747611	1.5781533	3.1216534
2.5649494	1.3349729	6.5789652	1.7821526	3.4241379
2.6390573	1.4153093	6.9646236	2.0031005	3.7350825
2.7080502	1.4687024	7.3335359	2.1570868	3.9773199
2.7725887	1.5216171	7.6872482	2.3153185	4.2188183
2.8332133	1.5804457	8.0270979	2.4978085	4.4777398
2.8903718	1.6456972	8.3542489	2.7083194	4.7566768
2.9444390	1.7289660	8.6697209	2.9893235	5.0908350
2.9957323	1.8244452	8.9744119	3.3286001	5.4655492
3.0445224	1.9255033	9.2691169	3.7075631	5.8622381
3.0910425	2.0508994	9.5545434	4.2061884	6.3394171
3.1354942	2.1830697	9.8313240	4.7657931	6.8450023
3.1780538	2.2149756	10.1000261	4.9061167	7.0393115
