0.0000000	-1.3558338	0.0000000	1.8382852	-0.0000000
0.6931472	-0.7283106	0.4804530	0.5304364	-0.5048265
1.0986123	-0.2483111	1.2069490	0.0616584	-0.2727977
1.3862944	0.2169757	1.9218121	0.0470785	0.3007922
1.6094379	0.4615023	2.5902904	0.2129844	0.7427593
1.7917595	0.6683961	3.2104020	0.4467534	1.1976051
1.9459101	0.8666773	3.7865663	0.7511296	1.6864762
2.0794415	1.0060205	4.3240771	1.0120773	2.0919609
2.1972246	1.1667104	4.8277958	1.3612132	2.5635248
2.3025851	1.2657150	5.3018981	1.6020344	2.9144165
2.3978953	1.3764582	5.7499017	1.8946371	3.3006026
2.4849066	1.4448472	6.1747611	2.0875836	3.5903105
2.5649494	1.5216171	6.5789652	2.3153185	3.9028707
2.6390573	1.5804457	6.9646236	2.4978085	4.1708868
2.7080502	1.6632044	7.3335359	2.7662489	4.5040410
2.7725887	1.7690619	7.6872482	3.1295799	4.9048810
2.8332133	1.9160489	8.0270979	3.6712435	5.4285754
2.8903718	2.0508994	8.3542489	4.2061884	5.9278617
2.9444390	2.1830697	8.6697209	4.7657931	6.4279154
2.9957323	2.2582831	8.9744119	5.0998426	6.7652116
