0.0000000	-1.2911284	0.0000000	1.6670126	-0.0000000
0.6931472	-0.4742351	0.4804530	0.2248989	-0.3287147
1.0986123	0.0914030	1.2069490	0.0083545	0.1004164
1.3862944	0.4746020	1.9218121	0.2252470	0.6579380
1.6094379	0.7433651	2.5902904	0.5525916	1.1963999
1.7917595	0.9492563	3.2104020	0.9010876	1.7008390
1.9459101	1.1546963	3.7865663	1.3333235	2.2469352
2.0794415	1.2926413	4.3240771	1.6709215	2.6879720
2.1972246	1.4153093	4.8277958	2.0031005	3.1097524
2.3025851	1.5063868	5.3018981	2.2692013	3.4685839
2.3978953	1.5927928	5.7499017	2.5369889	3.8193503
2.4849066	1.6951775	6.1747611	2.8736269	4.2123580
2.5649494	1.8680425	6.5789652	3.4895827	4.7914343
2.6390573	1.9973398	6.9646236	3.9893662	5.2710942
2.7080502	2.1830697	7.3335359	4.7657931	5.9118622
