1	5223	0.1828717
2	3585	0.1255208
3	4425	0.1549316
4	3947	0.1381954
5	3135	0.1097651
6	2401	0.0840657
7	1565	0.0547950
8	894	0.0313014
9	976	0.0341725
10	648	0.0226883
11	611	0.0213928
12	299	0.0104688
13	213	0.0074577
14	174	0.0060922
15	94	0.0032912
16	78	0.0027310
17	71	0.0024859
18	62	0.0021708
19	58	0.0020307
20	44	0.0015406
21	28	0.0009804
22	18	0.0006302
23	8	0.0002801
24	1	0.0000350
25	3	0.0001050
