1	0.533
2	0.513
3	0.509
4	0.509
5	0.605
6	0.541
7	0.521
8	0.555
9	0.607
10	0.671
11	0.645
12	0.604
13	0.555
14	0.558
15	0.606
16	0.557
17	0.517
18	0.648
19	0.478
20	0.459
21	0.543
22	0.505
23	0.519
24	0.557
25	0.574
26	0.572
27	0.567
28	0.564
29	0.583
30	0.689
31	0.542
32	0.441
33	0.501
34	0.581
35	0.608
36	0.675
37	0.650
38	0.561
39	0.533
40	0.533
41	0.574
42	0.584
43	0.507
44	0.462
45	0.426
46	0.457
47	0.407
48	0.633
49	0.527
50	0.535
51	0.548
52	0.482
53	0.529
54	0.517
55	0.489
56	0.538
57	0.603
58	0.530
59	0.543
60	0.564
61	0.641
62	0.657
63	0.626
64	0.603
65	0.519
66	0.448
67	0.517
68	0.680
69	0.702
70	0.600
71	0.536
72	0.460
73	0.470
74	0.560
75	0.484
76	0.604
77	0.575
78	0.546
79	0.696
80	0.524
81	0.477
82	0.436
83	0.525
84	0.503
85	0.481
86	0.376
87	0.423
88	0.392
89	0.349
90	0.459
91	0.551
92	0.421
93	0.350
94	0.340
95	0.326
96	0.439
97	0.442
98	0.355
99	0.506
100	0.433
101	0.667
102	0.582
103	0.398
104	0.339
105	0.483
106	0.563
107	0.356
108	0.364
109	0.366
110	0.559
111	0.518
112	0.554
113	0.470
114	0.524
115	0.544
116	0.493
117	0.338
118	0.366
119	0.326
120	0.389
121	0.362
122	0.331
123	0.349
124	0.383
125	0.368
126	0.396
127	0.409
128	0.398
129	0.411
130	0.394
131	0.369
132	0.345
133	0.325
134	0.325
135	0.354
136	0.355
137	0.482
138	0.485
139	0.517
140	0.670
141	0.655
142	0.644
143	0.520
144	0.414
145	0.306
146	0.348
147	0.549
148	0.483
149	0.331
150	0.285
151	0.383
152	0.322
153	0.438
154	0.428
155	0.419
156	0.383
157	0.427
158	0.440
159	0.417
160	0.439
161	0.392
162	0.391
163	0.414
164	0.415
165	0.433
166	0.426
167	0.623
168	0.443
169	0.410
170	0.408
171	0.502
172	0.427
173	0.450
174	0.449
175	0.394
176	0.343
177	0.355
178	0.362
179	0.372
180	0.361
181	0.388
182	0.384
183	0.362
184	0.406
185	0.405
186	0.415
187	0.403
188	0.445
189	0.450
190	0.450
191	0.418
192	0.437
193	0.396
194	0.428
195	0.432
196	0.460
197	0.447
198	0.431
199	0.448
200	0.441
201	0.462
202	0.427
203	0.431
204	0.375
205	0.391
206	0.389
207	0.374
208	0.355
209	0.401
210	0.476
211	0.453
212	0.465
213	0.389
214	0.390
215	0.377
216	0.418
217	0.391
218	0.412
219	0.424
220	0.453
221	0.449
222	0.444
223	0.450
224	0.443
225	0.422
226	0.399
227	0.407
228	0.383
229	0.391
230	0.369
231	0.393
232	0.402
233	0.406
234	0.422
235	0.467
236	0.412
237	0.395
238	0.379
239	0.404
240	0.428
241	0.474
242	0.394
243	0.358
244	0.382
245	0.383
246	0.394
247	0.394
248	0.387
249	0.374
250	0.385
251	0.373
252	0.375
253	0.365
254	0.340
255	0.369
256	0.370
257	0.385
258	0.389
259	0.368
260	0.357
261	0.395
262	0.423
263	0.383
264	0.391
265	0.394
266	0.418
267	0.432
268	0.466
269	0.474
270	0.444
271	0.391
272	0.380
273	0.407
274	0.384
275	0.366
276	0.391
277	0.381
278	0.392
279	0.386
280	0.387
281	0.387
282	0.394
283	0.389
284	0.368
285	0.365
286	0.437
287	0.413
288	0.388
289	0.369
290	0.407
291	0.367
292	0.393
293	0.392
294	0.402
295	0.425
296	0.446
297	0.436
298	0.465
299	0.439
300	0.398
301	0.536
302	0.636
303	0.582
304	0.448
305	0.422
306	0.442
307	0.424
308	0.484
309	0.546
310	0.451
311	0.434
312	0.460
313	0.437
314	0.432
315	0.458
316	0.499
317	0.471
318	0.459
319	0.545
320	0.434
321	0.416
322	0.467
323	0.473
324	0.459
325	0.402
326	0.382
327	0.398
328	0.391
329	0.374
330	0.375
331	0.382
332	0.397
333	0.387
334	0.385
335	0.390
336	0.410
337	0.423
338	0.391
339	0.401
340	0.461
341	0.572
342	0.599
343	0.607
344	0.571
345	0.503
346	0.495
347	0.478
348	0.445
349	0.439
350	0.526
351	0.614
352	0.602
353	0.497
354	0.560
355	0.670
356	0.704
357	0.653
