eGasI	evarth	eEst	ePv	ePd	erho	eIi	eIh
2.3454e-06	-1.47383	7.68377e-16	7.9173e-14	0.12	2.34547e-06	9.6642e-05	9.66447e-05
2.35292e-06	-1.46886	7.9268e-16	8.16725e-14	0.12	2.35298e-06	0.000201567	0.000201573
2.35778e-06	-1.45895	8.43653e-16	8.7758e-14	0.12	2.35785e-06	0.000145139	0.000145143
2.34742e-06	-1.45895	8.43653e-16	8.86017e-14	0.12	2.34749e-06	0	0
2.3477e-06	-1.45895	8.43653e-16	8.86017e-14	0.12	2.34776e-06	9.66208e-05	9.66235e-05
2.3477e-06	-1.45895	8.43653e-16	8.86017e-14	0.12	2.34776e-06	0.000143484	0.000143488
2.33844e-06	-1.45895	8.43653e-16	8.94453e-14	0.12	2.33851e-06	2.34975e-05	2.34981e-05
2.33052e-06	-1.4639	8.17764e-16	8.67054e-14	0.12	2.33059e-06	2.33019e-05	2.33026e-05
2.3308e-06	-1.4639	8.17764e-16	8.67054e-14	0.12	2.33086e-06	4.2394e-06	4.23952e-06
2.3308e-06	-1.4639	8.17764e-16	8.67054e-14	0.12	2.33086e-06	9.48373e-05	9.484e-05
2.31265e-06	-1.46886	7.9268e-16	8.48432e-14	0.12	2.31271e-06	0.000138002	0.000138006
2.31237e-06	-1.46886	7.9268e-16	8.48432e-14	0.12	2.31243e-06	0.00027962	0.000279628
2.32285e-06	-1.46886	7.9268e-16	8.40505e-14	0.12	2.32292e-06	0.000194719	0.000194724
2.34122e-06	-1.4639	8.17764e-16	8.58876e-14	0.12	2.34129e-06	0.000142558	0.000142562
2.35917e-06	-1.45895	8.43653e-16	8.7758e-14	0.12	2.35924e-06	4.94742e-05	4.94756e-05
2.35973e-06	-1.45895	8.43653e-16	8.7758e-14	0.12	2.3598e-06	4.95056e-05	4.9507e-05
2.3441e-06	-1.46886	7.9268e-16	8.24651e-14	0.12	2.34416e-06	0	0
2.3292e-06	-1.47882	7.4483e-16	7.74959e-14	0.12	2.32926e-06	0.000140988	0.000140992
2.33168e-06	-1.48383	7.22021e-16	7.44051e-14	0.12	2.33175e-06	4.81567e-05	4.8158e-05
2.32465e-06	-1.48885	6.99914e-16	7.2131e-14	0.12	2.32471e-06	4.78056e-05	4.78069e-05
2.31942e-06	-1.49893	6.57738e-16	6.71345e-14	0.12	2.31948e-06	4.76026e-05	4.76039e-05
2.37126e-06	-1.51417	5.9926e-16	5.69815e-14	0.12	2.37133e-06	5.06778e-05	5.06792e-05
2.35617e-06	-1.53987	5.13261e-16	4.77929e-14	0.12	2.35623e-06	9.90385e-05	9.90413e-05
2.35379e-06	-1.58177	4.00875e-16	3.53424e-14	0.12	2.35386e-06	0.000205909	0.000205915
2.3529e-06	-1.60847	3.43657e-16	2.92771e-14	0.12	2.35297e-06	9.98733e-05	9.98761e-05
2.32955e-06	-1.63555	2.94708e-16	2.4821e-14	0.12	2.32961e-06	0.000145085	0.000145089
2.2964e-06	-1.67971	2.30638e-16	1.89744e-14	0.12	2.29647e-06	9.47101e-05	9.47127e-05
2.31087e-06	-1.73064	1.75231e-16	1.3374e-14	0.12	2.31093e-06	4.91062e-05	4.91076e-05
2.29639e-06	-1.7537	1.55144e-16	1.16894e-14	0.12	2.29645e-06	0.000142368	0.000142372
2.32712e-06	-1.81253	1.14537e-16	7.83484e-15	0.12	2.32718e-06	0.000301364	0.000301373
2.26073e-06	-1.78291	1.33281e-16	1.00461e-14	0.12	2.2608e-06	4.6634e-05	4.66354e-05
2.29649e-06	-1.76533	1.45992e-16	1.08556e-14	0.12	2.29656e-06	0.000198818	0.000198824
2.28949e-06	-1.77117	1.41623e-16	1.05316e-14	0.12	2.28956e-06	0.000365559	0.00036557
2.29771e-06	-1.81253	1.14537e-16	8.06392e-15	0.12	2.29778e-06	0.000494019	0.000494033
2.31323e-06	-1.8245	1.0781e-16	7.3759e-15	0.12	2.3133e-06	0.000146789	0.000146793
2.27178e-06	-1.90401	7.28361e-17	4.77019e-15	0.12	2.27185e-06	4.81794e-05	4.81808e-05
2.26088e-06	-1.8854	7.9719e-17	5.37901e-15	0.12	2.26094e-06	0.000359638	0.000359648
2.22899e-06	-1.8854	7.9719e-17	5.53845e-15	0.12	2.22905e-06	0.000271431	0.000271439
2.21349e-06	-1.97363	5.23584e-17	3.38008e-15	0.12	2.21356e-06	0.0005542	0.000554216
2.17219e-06	-1.98007	5.08144e-17	3.38233e-15	0.12	2.17225e-06	0.000627765	0.000627783
2.23596e-06	-1.96721	5.39501e-17	3.42856e-15	0.12	2.23602e-06	0.000569117	0.000569133
2.2458e-06	-1.97363	5.23584e-17	3.27536e-15	0.12	2.24587e-06	0.000851382	0.000851406
2.26859e-06	-1.96721	5.39501e-17	3.32066e-15	0.12	2.26866e-06	0.00101262	0.00101265
2.28102e-06	-1.92278	6.65546e-17	4.22687e-15	0.12	2.28108e-06	0.000370265	0.000370275
2.29384e-06	-1.91025	7.06781e-17	4.48792e-15	0.12	2.29391e-06	0.00014539	0.000145394
2.30609e-06	-1.89779	7.50602e-17	4.7653e-15	0.12	2.30615e-06	0.000298008	0.000298017
2.27718e-06	-1.91025	7.06781e-17	4.55859e-15	0.12	2.27724e-06	4.29666e-06	4.29678e-06
2.25313e-06	-1.94806	5.90252e-17	3.75005e-15	0.12	2.25319e-06	4.19618e-06	4.1963e-06
2.21232e-06	-1.98652	4.93166e-17	3.13497e-15	0.12	2.21238e-06	0	0
2.21131e-06	-1.98652	4.93166e-17	3.13497e-15	0.12	2.21137e-06	2.20081e-05	2.20087e-05
2.23116e-06	-1.96721	5.39501e-17	3.42856e-15	0.12	2.23122e-06	2.25079e-05	2.25085e-05
2.19732e-06	-1.99949	4.64543e-17	2.95356e-15	0.12	2.19738e-06	4.45187e-05	4.45199e-05
2.19029e-06	-2.006	4.50868e-17	2.86687e-15	0.12	2.19035e-06	0.000129818	0.000129821
2.19334e-06	-1.98652	4.93166e-17	3.18428e-15	0.12	2.1934e-06	2.14963e-05	2.14969e-05
2.22182e-06	-1.8854	7.9719e-17	5.53845e-15	0.12	2.22188e-06	0.00045629	0.000456303
2.22418e-06	-1.83052	1.04597e-16	7.67974e-15	0.12	2.22424e-06	0.000549711	0.000549727
2.25978e-06	-1.7888	1.29298e-16	9.61729e-15	0.12	2.25984e-06	0.000470862	0.000470875
2.17979e-06	-1.74214	1.64877e-16	1.39047e-14	0.12	2.17985e-06	0.000757198	0.000757219
2.20694e-06	-1.70218	2.04099e-16	1.76123e-14	0.12	2.207e-06	0.000256101	0.000256108
2.21998e-06	-1.67414	2.37804e-16	2.09893e-14	0.12	2.22004e-06	8.6018e-05	8.60204e-05
2.19865e-06	-1.67971	2.30638e-16	2.05889e-14	0.12	2.19872e-06	0.000124373	0.000124377
2.14842e-06	-1.67971	2.30638e-16	2.15114e-14	0.12	2.14848e-06	0.00011601	0.000116014
2.1695e-06	-1.67414	2.37804e-16	2.19406e-14	0.12	2.16956e-06	0.000411611	0.000411623
2.18988e-06	-1.66858	2.45195e-16	2.23759e-14	0.12	2.18994e-06	0.000248885	0.000248892
2.21143e-06	-1.66303	2.52818e-16	2.28172e-14	0.12	2.21149e-06	8.4882e-05	8.48844e-05
2.28218e-06	-1.6575	2.60684e-16	2.22222e-14	0.12	2.28224e-06	2.27962e-05	2.27968e-05
2.30459e-06	-1.64101	2.85803e-16	2.43584e-14	0.12	2.30466e-06	9.49998e-05	9.50025e-05
2.33144e-06	-1.6301	3.03898e-16	2.55932e-14	0.12	2.33151e-06	2.40585e-05	2.40592e-05
2.33171e-06	-1.6301	3.03898e-16	2.55932e-14	0.12	2.33178e-06	2.4066e-05	2.40667e-05
2.31719e-06	-1.64101	2.85803e-16	2.40726e-14	0.12	2.31725e-06	0.000143167	0.000143171
2.28483e-06	-1.64649	2.77168e-16	2.39013e-14	0.12	2.28489e-06	0.000137926	0.00013793
2.24196e-06	-1.62467	3.13379e-16	2.88968e-14	0.12	2.24202e-06	0.000264191	0.000264198
2.2452e-06	-1.61385	3.3325e-16	3.10585e-14	0.12	2.24527e-06	3.92457e-06	3.92468e-06
2.25352e-06	-1.60847	3.43657e-16	3.20264e-14	0.12	2.25358e-06	4.48213e-05	4.48225e-05
2.26555e-06	-1.5924	3.76912e-16	3.54957e-14	0.12	2.26561e-06	8.98151e-05	8.98177e-05
2.27777e-06	-1.57648	4.13432e-16	3.93411e-14	0.12	2.27784e-06	0.000135042	0.000135046
2.27408e-06	-1.5712	4.26389e-16	4.09979e-14	0.12	2.27414e-06	0.000134299	0.000134303
2.28214e-06	-1.56594	4.39758e-16	4.22808e-14	0.12	2.28221e-06	0.000135501	0.000135505
2.28992e-06	-1.5607	4.53552e-16	4.36044e-14	0.12	2.28998e-06	0.000353054	0.000353064
2.2942e-06	-1.55025	4.82468e-16	4.68611e-14	0.12	2.29427e-06	0.000277869	0.000277877
2.30354e-06	-1.52954	5.46045e-16	5.41154e-14	0.12	2.3036e-06	2.28513e-05	2.2852e-05
2.27048e-06	-1.50907	6.18144e-16	6.4955e-14	0.12	2.27054e-06	8.89428e-05	8.89453e-05
2.28415e-06	-1.51417	5.9926e-16	6.17756e-14	0.12	2.28421e-06	0.000134512	0.000134516
2.26848e-06	-1.504	6.37626e-16	6.7636e-14	0.12	2.26854e-06	3.95751e-06	3.95762e-06
2.29276e-06	-1.48885	6.99914e-16	7.42308e-14	0.12	2.29282e-06	0	0
2.34856e-06	-1.45402	8.70366e-16	9.22724e-14	0.12	2.34863e-06	0	0
2.28176e-06	-1.48885	6.99914e-16	7.49307e-14	0.12	2.28183e-06	4.53813e-05	4.53825e-05
2.27363e-06	-1.49388	6.78493e-16	7.26415e-14	0.12	2.2737e-06	4.49671e-05	4.49684e-05
2.28176e-06	-1.48885	6.99914e-16	7.49307e-14	0.12	2.28183e-06	4.01244e-06	4.01255e-06
2.31348e-06	-1.46886	7.9268e-16	8.48432e-14	0.12	2.31354e-06	0.000138138	0.000138142
2.24855e-06	-1.50907	6.18144e-16	6.61913e-14	0.12	2.24861e-06	0.000536172	0.000536187
2.24827e-06	-1.50907	6.18144e-16	6.61913e-14	0.12	2.24833e-06	0.000442334	0.000442346
2.2562e-06	-1.504	6.37626e-16	6.82736e-14	0.12	2.25626e-06	0.000335262	0.000335271
2.27226e-06	-1.49388	6.78493e-16	7.26415e-14	0.12	2.27232e-06	0.00055044	0.000550456
2.25565e-06	-1.504	6.37626e-16	6.82736e-14	0.12	2.25571e-06	0.000335031	0.000335041
2.266e-06	-1.504	6.37626e-16	6.7636e-14	0.12	2.26606e-06	0.000131262	0.000131266
2.266e-06	-1.504	6.37626e-16	6.7636e-14	0.12	2.26606e-06	0.000266184	0.000266191
2.25759e-06	-1.50907	6.18144e-16	6.55731e-14	0.12	2.25765e-06	8.75074e-05	8.75099e-05
2.25814e-06	-1.50907	6.18144e-16	6.55731e-14	0.12	2.2582e-06	4.42263e-05	4.42276e-05
2.27924e-06	-1.50907	6.18144e-16	6.43368e-14	0.12	2.27931e-06	8.99188e-05	8.99213e-05
2.28993e-06	-1.50907	6.18144e-16	6.37187e-14	0.12	2.29e-06	0.000465419	0.000465432
2.31639e-06	-1.49893	6.57738e-16	6.71345e-14	0.12	2.31645e-06	0.000139419	0.000139423
2.30879e-06	-1.504	6.37626e-16	6.50855e-14	0.12	2.30886e-06	0	0
2.30609e-06	-1.49893	6.57738e-16	6.77922e-14	0.12	2.30616e-06	2.27865e-05	2.27871e-05
2.30609e-06	-1.49893	6.57738e-16	6.77922e-14	0.12	2.30616e-06	0.000137726	0.00013773
2.32975e-06	-1.48383	7.22021e-16	7.44051e-14	0.12	2.32981e-06	0.000286146	0.000286154
2.36871e-06	-1.45895	8.43653e-16	8.69144e-14	0.12	2.36877e-06	0.000728441	0.000728461
2.3589e-06	-1.45895	8.43653e-16	8.7758e-14	0.12	2.35896e-06	0.000720684	0.000720704
2.37443e-06	-1.4491	8.97946e-16	9.33951e-14	0.12	2.3745e-06	0.000506766	0.00050678
2.36696e-06	-1.45402	8.70366e-16	9.05316e-14	0.12	2.36702e-06	0.000296771	0.000296779
2.37253e-06	-1.4442	9.26413e-16	9.72768e-14	0.12	2.3726e-06	0.000379825	0.000379835
2.38058e-06	-1.43931	9.55796e-16	1.00357e-13	0.12	2.38065e-06	0.000382835	0.000382845
2.36318e-06	-1.4442	9.26413e-16	9.82032e-14	0.12	2.36325e-06	0.00020296	0.000202966
2.36262e-06	-1.4442	9.26413e-16	9.82032e-14	0.12	2.36269e-06	0.000294801	0.000294809
2.31804e-06	-1.47882	7.4483e-16	7.82408e-14	0.12	2.31811e-06	4.73395e-05	4.73408e-05
2.36173e-06	-1.5347	5.29398e-16	4.92923e-14	0.12	2.36179e-06	2.44865e-05	2.44872e-05
2.37323e-06	-1.48383	7.22021e-16	7.1517e-14	0.12	2.37329e-06	0.000148358	0.000148362
2.32451e-06	-1.54505	4.97623e-16	4.73349e-14	0.12	2.32457e-06	0.000197885	0.00019789
2.3214e-06	-1.6301	3.03898e-16	2.58971e-14	0.12	2.32146e-06	0.000493116	0.00049313
2.33048e-06	-1.69092	2.16956e-16	1.69836e-14	0.12	2.33054e-06	0.000378258	0.000378268
2.33619e-06	-1.70784	1.97963e-16	1.51043e-14	0.12	2.33625e-06	0.000206166	0.000206172
2.27313e-06	-1.75951	1.50497e-16	1.14907e-14	0.12	2.27319e-06	0.000193211	0.000193216
2.32331e-06	-1.7888	1.29298e-16	9.1001e-15	0.12	2.32338e-06	0.000147675	0.00014768
2.22774e-06	-1.92908	6.45853e-17	4.29593e-15	0.12	2.2278e-06	4.58026e-05	4.58039e-05
2.15943e-06	-2.05876	3.55171e-17	2.22452e-15	0.12	2.15949e-06	4.26983e-05	4.26995e-05
2.18952e-06	-2.01253	4.376e-17	2.78277e-15	0.12	2.18958e-06	4.41518e-05	4.4153e-05
2.23482e-06	-1.92278	6.65546e-17	4.42653e-15	0.12	2.23489e-06	0.000274947	0.000274954
2.20775e-06	-1.90401	7.28361e-17	5.06154e-15	0.12	2.20781e-06	0.000337828	0.000337838
2.22564e-06	-1.91651	6.85849e-17	4.62975e-15	0.12	2.22571e-06	0.000271583	0.000271591
2.21634e-06	-1.98652	4.93166e-17	3.13497e-15	0.12	2.21641e-06	0.000345717	0.000345727
2.29464e-06	-1.993	4.78636e-17	2.80356e-15	0.12	2.29471e-06	0.000611541	0.000611558
2.17473e-06	-1.993	4.78636e-17	3.13861e-15	0.12	2.17479e-06	0.000328101	0.00032811
2.13349e-06	-1.99949	4.64543e-17	3.13938e-15	0.12	2.13355e-06	0.000597942	0.000597959
2.1566e-06	-2.02565	4.12241e-17	2.66321e-15	0.12	2.15666e-06	0.000321856	0.000321865
2.17387e-06	-2.02565	4.12241e-17	2.62199e-15	0.12	2.17393e-06	0.000329314	0.000329324
2.15966e-06	-2.03883	3.88375e-17	2.47064e-15	0.12	2.15972e-06	0.000174648	0.000174652
2.11058e-06	-2.08559	3.15331e-17	2.00726e-15	0.12	2.11064e-06	7.92462e-05	7.92484e-05
2.17083e-06	-2.09912	2.97144e-17	1.77298e-15	0.12	2.17089e-06	0.00033148	0.00033149
2.16577e-06	-2.03223	4.0013e-17	2.54519e-15	0.12	2.16583e-06	0.000255814	0.000255821
2.17836e-06	-2.07214	3.34652e-17	2.02946e-15	0.12	2.17842e-06	4.38928e-05	4.3894e-05
2.22249e-06	-1.96081	5.55902e-17	3.58806e-15	0.12	2.22255e-06	0.000134378	0.000134382
2.24883e-06	-1.93538	6.26756e-17	4.04392e-15	0.12	2.24889e-06	0.000685984	0.000686003
2.33179e-06	-1.84259	9.84623e-17	6.44275e-15	0.12	2.33186e-06	0.00164241	0.00164246
2.33623e-06	-1.8245	1.0781e-16	7.16028e-15	0.12	2.3363e-06	0.000923404	0.00092343
2.33287e-06	-1.85473	9.26911e-17	5.97351e-15	0.12	2.33293e-06	0.000746092	0.000746113
2.36316e-06	-1.85473	9.26911e-17	5.78813e-15	0.12	2.36322e-06	0.000646638	0.000646656
2.35635e-06	-1.86083	8.99354e-17	5.61657e-15	0.12	2.35641e-06	0.00109889	0.00109892
2.35489e-06	-1.84865	9.55325e-17	6.06053e-15	0.12	2.35495e-06	0.000763292	0.000763314
2.43068e-06	-1.81851	1.11122e-16	6.71288e-15	0.12	2.43074e-06	5.67162e-05	5.67178e-05
2.40964e-06	-1.8245	1.0781e-16	6.62124e-15	0.12	2.40971e-06	0.000109823	0.000109826
2.41576e-06	-1.81851	1.11122e-16	6.82401e-15	0.12	2.41583e-06	0.000228253	0.000228259
2.27169e-06	-1.71352	1.92013e-16	1.54195e-14	0.12	2.27175e-06	0.00133631	0.00133635
2.31777e-06	-1.71921	1.86245e-16	1.42124e-14	0.12	2.31783e-06	9.77519e-05	9.77546e-05
2.31973e-06	-1.69654	2.10429e-16	1.64739e-14	0.12	2.31979e-06	2.40045e-05	2.40051e-05
2.30803e-06	-1.64649	2.77168e-16	2.3347e-14	0.12	2.30809e-06	0	0
2.30071e-06	-1.65199	2.68798e-16	2.26435e-14	0.12	2.30078e-06	2.32916e-05	2.32923e-05
2.28375e-06	-1.67414	2.37804e-16	1.98003e-14	0.12	2.28381e-06	9.31957e-05	9.31983e-05
2.2693e-06	-1.68531	2.23691e-16	1.86279e-14	0.12	2.26937e-06	4.10058e-06	4.10069e-06
2.29484e-06	-1.68531	2.23691e-16	1.81805e-14	0.12	2.2949e-06	0	0
2.34133e-06	-1.67971	2.30638e-16	1.80518e-14	0.12	2.34139e-06	4.46533e-06	4.46545e-06
2.31005e-06	-1.67414	2.37804e-16	1.93247e-14	0.12	2.31012e-06	4.85976e-05	4.85989e-05
2.34159e-06	-1.67971	2.30638e-16	1.80518e-14	0.12	2.34166e-06	5.04494e-05	5.04509e-05
2.30562e-06	-1.66858	2.45195e-16	2.01692e-14	0.12	2.30568e-06	2.34963e-05	2.3497e-05
2.24509e-06	-1.6575	2.60684e-16	2.30042e-14	0.12	2.24515e-06	2.176e-05	2.17606e-05
2.22363e-06	-1.64649	2.77168e-16	2.52871e-14	0.12	2.2237e-06	0	0
2.22718e-06	-1.63555	2.94708e-16	2.71787e-14	0.12	2.22724e-06	2.11723e-05	2.11729e-05
2.23928e-06	-1.61925	3.23159e-16	3.01199e-14	0.12	2.23934e-06	8.73125e-05	8.73149e-05
2.28633e-06	-1.6031	3.54398e-16	3.23164e-14	0.12	2.28639e-06	2.26881e-05	2.26887e-05
2.31804e-06	-1.59774	3.65479e-16	3.25938e-14	0.12	2.3181e-06	0.000198258	0.000198263
2.34797e-06	-1.57648	4.13432e-16	3.68606e-14	0.12	2.34803e-06	2.42893e-05	2.42899e-05
2.38855e-06	-1.55547	4.67781e-16	4.12273e-14	0.12	2.38862e-06	2.53235e-05	2.53242e-05
2.43181e-06	-1.5244	5.63228e-16	4.96195e-14	0.12	2.43187e-06	5.42037e-05	5.42052e-05
2.43263e-06	-1.5244	5.63228e-16	4.96195e-14	0.12	2.4327e-06	0	0
2.42229e-06	-1.53987	5.13261e-16	4.47133e-14	0.12	2.42236e-06	4.76657e-06	4.76671e-06
2.42966e-06	-1.5347	5.29398e-16	4.61159e-14	0.12	2.42972e-06	0	0
2.4115e-06	-1.53987	5.13261e-16	4.52266e-14	0.12	2.41156e-06	0	0
2.4115e-06	-1.53987	5.13261e-16	4.52266e-14	0.12	2.41156e-06	0	0
2.39685e-06	-1.55025	4.82468e-16	4.25189e-14	0.12	2.39692e-06	0	0
2.38991e-06	-1.55547	4.67781e-16	4.12273e-14	0.12	2.38998e-06	0	0
2.39988e-06	-1.53987	5.13261e-16	4.57398e-14	0.12	2.39995e-06	0.000103917	0.000103919
2.40309e-06	-1.52954	5.46045e-16	4.9201e-14	0.12	2.40316e-06	0	0
2.36751e-06	-1.50907	6.18144e-16	5.93917e-14	0.12	2.36758e-06	0	0
2.35655e-06	-1.50907	6.18144e-16	6.00098e-14	0.12	2.35661e-06	0	0
2.36059e-06	-1.49893	6.57738e-16	6.45035e-14	0.12	2.36065e-06	0	0
2.394e-06	-1.48383	7.22021e-16	7.00729e-14	0.12	2.39406e-06	0	0
2.43565e-06	-1.4491	8.97946e-16	8.80074e-14	0.12	2.43572e-06	0	0
2.4721e-06	-1.42473	1.04974e-15	1.02853e-13	0.12	2.47217e-06	0	0
2.4353e-06	-1.42958	1.01742e-15	1.02745e-13	0.12	2.43537e-06	0	0
2.46506e-06	-1.41028	1.15307e-15	1.16417e-13	0.12	2.46513e-06	0	0
2.44808e-06	-1.41509	1.11753e-15	1.13952e-13	0.12	2.44815e-06	0	0
2.43823e-06	-1.41509	1.11753e-15	1.1507e-13	0.12	2.4383e-06	0	0
2.40552e-06	-1.42958	1.01742e-15	1.05798e-13	0.12	2.40558e-06	0	0
2.38245e-06	-1.4442	9.26413e-16	9.63504e-14	0.12	2.38252e-06	4.48293e-06	4.48306e-06
2.36152e-06	-1.4639	8.17764e-16	8.42521e-14	0.12	2.36158e-06	2.41567e-05	2.41574e-05
2.35107e-06	-1.48383	7.22021e-16	7.2961e-14	0.12	2.35114e-06	0.000144718	0.000144722
2.28808e-06	-1.504	6.37626e-16	6.63608e-14	0.12	2.28815e-06	4.58759e-05	4.58772e-05
2.29553e-06	-1.49893	6.57738e-16	6.845e-14	0.12	2.29559e-06	0	0
2.301e-06	-1.48885	6.99914e-16	7.35309e-14	0.12	2.30106e-06	9.19804e-05	9.1983e-05
2.28249e-06	-1.49388	6.78493e-16	7.1963e-14	0.12	2.28255e-06	0.000133711	0.000133714
2.2717e-06	-1.49388	6.78493e-16	7.26415e-14	0.12	2.27177e-06	0.000183975	0.000183981
2.28121e-06	-1.48885	6.99914e-16	7.49307e-14	0.12	2.28127e-06	0	0
2.2623e-06	-1.49388	6.78493e-16	7.332e-14	0.12	2.26236e-06	2.15536e-05	2.15542e-05
2.2949e-06	-1.47383	7.68377e-16	8.30149e-14	0.12	2.29497e-06	2.23647e-05	2.23653e-05
2.31106e-06	-1.4639	8.17764e-16	8.83409e-14	0.12	2.31112e-06	0	0
2.3428e-06	-1.4442	9.26413e-16	1.00056e-13	0.12	2.34286e-06	0	0
2.35866e-06	-1.43444	9.86126e-16	1.06494e-13	0.12	2.35872e-06	0	0
2.33538e-06	-1.4491	8.97946e-16	9.69869e-14	0.12	2.33545e-06	0	0
2.31966e-06	-1.45895	8.43653e-16	9.11326e-14	0.12	2.31972e-06	2.29796e-05	2.29802e-05
2.31217e-06	-1.4639	8.17764e-16	8.83409e-14	0.12	2.31223e-06	4.14537e-06	4.14548e-06
2.29362e-06	-1.46886	7.9268e-16	8.64286e-14	0.12	2.29368e-06	4.58681e-05	4.58694e-05
2.26937e-06	-1.48383	7.22021e-16	7.87372e-14	0.12	2.26944e-06	3.9457e-06	3.94581e-06
2.25479e-06	-1.51928	5.80961e-16	6.10546e-14	0.12	2.25485e-06	4.41269e-05	4.41282e-05
2.18965e-06	-1.5607	4.53552e-16	4.76863e-14	0.12	2.18971e-06	0.000243763	0.000243769
2.29772e-06	-1.61385	3.3325e-16	2.97255e-14	0.12	2.29778e-06	4.73861e-05	4.73874e-05
2.34828e-06	-1.6031	3.54398e-16	3.05444e-14	0.12	2.34834e-06	9.92626e-05	9.92653e-05
2.2747e-06	-1.6575	2.60684e-16	2.24828e-14	0.12	2.27477e-06	9.19102e-05	9.19127e-05
2.21766e-06	-1.71921	1.86245e-16	1.57024e-14	0.12	2.21772e-06	0.00026045	0.000260457
2.26785e-06	-1.77703	1.37387e-16	1.03548e-14	0.12	2.26791e-06	0.000279856	0.000279864
2.26157e-06	-1.81851	1.11122e-16	8.04635e-15	0.12	2.26163e-06	0.000192338	0.000192343
2.23226e-06	-1.81851	1.11122e-16	8.26859e-15	0.12	2.23233e-06	0.000269709	0.000269716
2.23252e-06	-1.81851	1.11122e-16	8.26859e-15	0.12	2.23258e-06	8.96175e-05	8.962e-05
2.20456e-06	-1.85473	9.26911e-17	6.80773e-15	0.12	2.20462e-06	0.000538378	0.000538393
2.23271e-06	-1.83052	1.04597e-16	7.67974e-15	0.12	2.23277e-06	0.000662469	0.000662488
2.27648e-06	-1.81851	1.11122e-16	7.93522e-15	0.12	2.27655e-06	0.000584316	0.000584332
2.26811e-06	-1.7888	1.29298e-16	9.61729e-15	0.12	2.26818e-06	0.000575991	0.000576007
2.23339e-06	-1.84259	9.84623e-17	7.13198e-15	0.12	2.23346e-06	0.000664249	0.000664268
2.20394e-06	-1.92278	6.65546e-17	4.55964e-15	0.12	2.204e-06	0.000931658	0.000931684
2.24291e-06	-1.91651	6.85849e-17	4.56116e-15	0.12	2.24297e-06	0.0004704	0.000470413
2.17559e-06	-1.89159	7.73541e-17	5.60666e-15	0.12	2.17565e-06	0.000521618	0.000521633
2.20566e-06	-1.93538	6.26756e-17	4.23194e-15	0.12	2.20572e-06	0.000650844	0.000650862
2.22408e-06	-1.90401	7.28361e-17	4.9887e-15	0.12	2.22414e-06	0.00114365	0.00114368
2.21208e-06	-1.92908	6.45853e-17	4.36051e-15	0.12	2.21215e-06	0.000549651	0.000549666
2.23227e-06	-1.91025	7.06781e-17	4.77063e-15	0.12	2.23233e-06	0.000561938	0.000561953
2.24741e-06	-1.91025	7.06781e-17	4.69995e-15	0.12	2.24747e-06	0.000572303	0.000572319
2.24963e-06	-1.92278	6.65546e-17	4.35998e-15	0.12	2.24969e-06	0.000849173	0.000849197
2.27388e-06	-1.8854	7.9719e-17	5.29929e-15	0.12	2.27395e-06	0.000286597	0.000286605
2.26511e-06	-1.87923	8.21574e-17	5.54306e-15	0.12	2.26517e-06	0.000361119	0.000361129
2.25281e-06	-1.84865	9.55325e-17	6.72926e-15	0.12	2.25288e-06	0.0001912	0.000191205
2.28918e-06	-1.84259	9.84623e-17	6.73813e-15	0.12	2.28924e-06	2.37098e-05	2.37104e-05
2.24734e-06	-1.92278	6.65546e-17	4.35998e-15	0.12	2.2474e-06	0.000137803	0.000137807
2.2465e-06	-1.95443	5.72816e-17	3.63961e-15	0.12	2.24656e-06	0.000357076	0.000357086
2.23523e-06	-2.03223	4.0013e-17	2.38513e-15	0.12	2.23529e-06	9.29044e-05	9.2907e-05
2.27877e-06	-1.95443	5.72816e-17	3.52505e-15	0.12	2.27884e-06	0.000370962	0.000370972
2.26234e-06	-2.07885	3.24846e-17	1.80776e-15	0.12	2.26241e-06	0.000492309	0.000492323
2.24332e-06	-2.07885	3.24846e-17	1.84025e-15	0.12	2.24338e-06	0.000860949	0.000860973
2.29195e-06	-2.04546	3.76971e-17	2.09674e-15	0.12	2.29202e-06	0.000906235	0.000906261
2.31673e-06	-1.8854	7.9719e-17	5.06013e-15	0.12	2.31679e-06	0.000383576	0.000383587
2.38474e-06	-1.80658	1.18058e-16	7.60277e-15	0.12	2.38481e-06	0.000542704	0.000542719
2.34566e-06	-1.77703	1.37387e-16	9.53044e-15	0.12	2.34573e-06	0.00051839	0.000518404
2.2827e-06	-1.77117	1.41623e-16	1.05316e-14	0.12	2.28276e-06	0.000195798	0.000195804
2.26226e-06	-1.7537	1.55144e-16	1.19997e-14	0.12	2.26232e-06	0.000352971	0.000352981
2.27066e-06	-1.73638	1.69974e-16	1.33137e-14	0.12	2.27072e-06	0.000191912	0.000191917
2.28474e-06	-1.72491	1.80654e-16	1.41481e-14	0.12	2.28481e-06	0.000283159	0.000283167
2.31856e-06	-1.71921	1.86245e-16	1.42124e-14	0.12	2.31862e-06	0.000294211	0.000294219
2.32553e-06	-1.71352	1.92013e-16	1.46515e-14	0.12	2.3256e-06	0.000377517	0.000377528
2.31983e-06	-1.70784	1.97963e-16	1.53022e-14	0.12	2.31989e-06	0.000374757	0.000374768
2.32169e-06	-1.68531	2.23691e-16	1.77331e-14	0.12	2.32175e-06	0.000602766	0.000602783
