eGasI	evarth	eEst	ePv	ePd	erho	eIi	eIh
2.49895e-06	-2.19599	1.96319e-17	7.52865e-16	0.12	2.49902e-06	7.70544e-05	7.70566e-05
2.47134e-06	-2.2894	1.33899e-17	4.93078e-16	0.12	2.47141e-06	7.58628e-05	7.5865e-05
2.51197e-06	-2.19599	1.96319e-17	7.39122e-16	0.12	2.51204e-06	0.00108946	0.00108949
2.48253e-06	-2.30408	1.26267e-17	4.52494e-16	0.12	2.4826e-06	0.000343575	0.000343585
2.5233e-06	-2.21014	1.85071e-17	6.76632e-16	0.12	2.52337e-06	0.000787457	0.000787479
2.50564e-06	-2.27481	1.42e-17	5.04283e-16	0.12	2.50571e-06	0.000645141	0.000645158
2.50364e-06	-2.2894	1.33899e-17	4.71654e-16	0.12	2.50371e-06	0.000236853	0.000236859
2.57809e-06	-2.11272	2.80017e-17	1.03268e-15	0.12	2.57816e-06	0.000304361	0.00030437
2.53279e-06	-2.19599	1.96319e-17	7.15564e-16	0.12	2.53286e-06	0.00122777	0.00122781
2.53637e-06	-2.16792	2.20946e-17	8.20276e-16	0.12	2.53644e-06	0.00249836	0.00249843
2.58552e-06	-2.09235	3.06099e-17	1.13751e-15	0.12	2.58559e-06	0.00120841	0.00120845
2.57276e-06	-2.08559	3.15331e-17	1.19686e-15	0.12	2.57283e-06	0.000670598	0.000670617
2.52609e-06	-2.16792	2.20946e-17	8.31323e-16	0.12	2.52616e-06	0.000527052	0.000527067
2.53245e-06	-2.14708	2.41452e-17	9.15301e-16	0.12	2.53252e-06	0.000887329	0.000887354
2.53235e-06	-2.11272	2.80017e-17	1.09428e-15	0.12	2.53242e-06	0.00121658	0.00121661
2.54445e-06	-2.05876	3.55171e-17	1.43604e-15	0.12	2.54452e-06	0.00295272	0.0029528
2.55756e-06	-2.01253	4.376e-17	1.81567e-15	0.12	2.55764e-06	0.0030699	0.00306999
2.56572e-06	-1.98007	5.08144e-17	2.15262e-15	0.12	2.56579e-06	0.00371379	0.00371389
2.54981e-06	-1.98652	4.93166e-17	2.12398e-15	0.12	2.54989e-06	0.00304128	0.00304136
2.55628e-06	-1.94171	6.08226e-17	2.72043e-15	0.12	2.55635e-06	0.00324443	0.00324452
2.56145e-06	-1.91025	7.06781e-17	3.25105e-15	0.12	2.56152e-06	0.00154128	0.00154132
2.59595e-06	-1.84865	9.55325e-17	4.4938e-15	0.12	2.59603e-06	0.00186853	0.00186858
2.61834e-06	-1.77703	1.37387e-16	6.83765e-15	0.12	2.61842e-06	0.00173567	0.00173572
2.61367e-06	-1.72491	1.80654e-16	9.66792e-15	0.12	2.61374e-06	0.00363997	0.00364007
2.60457e-06	-1.68531	2.23691e-16	1.27672e-14	0.12	2.60464e-06	0.00192055	0.0019206
2.60246e-06	-1.66858	2.45195e-16	1.4358e-14	0.12	2.60253e-06	0.000790735	0.000790757
2.59333e-06	-1.64101	2.85803e-16	1.75849e-14	0.12	2.5934e-06	0.000689675	0.000689694
2.5804e-06	-1.61925	3.23159e-16	2.08452e-14	0.12	2.58047e-06	0.00072441	0.00072443
2.59013e-06	-1.6031	3.54398e-16	2.31021e-14	0.12	2.5902e-06	0.000210565	0.000210571
2.57527e-06	-1.6031	3.54398e-16	2.35628e-14	0.12	2.57534e-06	0.000312912	0.000312921
2.56131e-06	-1.6031	3.54398e-16	2.39881e-14	0.12	2.56139e-06	0.00047012	0.000470133
2.56885e-06	-1.58708	3.88708e-16	2.66534e-14	0.12	2.56892e-06	0.000370855	0.000370865
2.56966e-06	-1.57648	4.13432e-16	2.87573e-14	0.12	2.56973e-06	0.000205926	0.000205932
2.58475e-06	-1.55025	4.82468e-16	3.42204e-14	0.12	2.58482e-06	5.60024e-06	5.60039e-06
2.6462e-06	-1.48885	6.99914e-16	5.03637e-14	0.12	2.64628e-06	0.000358149	0.000358159
2.68716e-06	-1.42958	1.01742e-15	7.62924e-14	0.12	2.68723e-06	2.66314e-06	2.66322e-06
2.68076e-06	-1.42958	1.01742e-15	7.69029e-14	0.12	2.68083e-06	2.40325e-05	2.40332e-05
2.67584e-06	-1.43931	9.55796e-16	7.15871e-14	0.12	2.67591e-06	4.27876e-05	4.27888e-05
2.71415e-06	-1.4055	1.18975e-15	8.95365e-14	0.12	2.71422e-06	6.1156e-06	6.11577e-06
2.72304e-06	-1.38649	1.34877e-15	1.03629e-13	0.12	2.72311e-06	6.79575e-07	6.79594e-07
2.70544e-06	-1.39596	1.26673e-15	9.81014e-14	0.12	2.70552e-06	6.70864e-07	6.70883e-07
2.70869e-06	-1.39122	1.3071e-15	1.01612e-13	0.12	2.70876e-06	6.7213e-07	6.72149e-07
2.69144e-06	-1.4055	1.18975e-15	9.23919e-14	0.12	2.69152e-06	6.64144e-07	6.64162e-07
2.70142e-06	-1.39596	1.26673e-15	9.86081e-14	0.12	2.7015e-06	6.04194e-06	6.04211e-06
2.68994e-06	-1.4055	1.18975e-15	9.25109e-14	0.12	2.69001e-06	0.00017497	0.000174975
2.68142e-06	-1.4055	1.18975e-15	9.35816e-14	0.12	2.6815e-06	4.27483e-05	4.27495e-05
2.65896e-06	-1.40072	1.22763e-15	1.00359e-13	0.12	2.65904e-06	5.83349e-06	5.83365e-06
2.66222e-06	-1.39122	1.3071e-15	1.08147e-13	0.12	2.6623e-06	5.32093e-05	5.32108e-05
2.67038e-06	-1.38649	1.34877e-15	1.11317e-13	0.12	2.67045e-06	1.04683e-05	1.04686e-05
2.75974e-06	-1.30817	2.30457e-15	1.94118e-13	0.12	2.75982e-06	6.90622e-07	6.90641e-07
2.74359e-06	-1.29476	2.5342e-15	2.24058e-13	0.12	2.74367e-06	2.72565e-06	2.72573e-06
2.67896e-06	-1.32171	2.09605e-15	1.91892e-13	0.12	2.67904e-06	6.59597e-05	6.59616e-05
2.62984e-06	-1.35376	1.68078e-15	1.54449e-13	0.12	2.62991e-06	0.000259601	0.000259608
2.5988e-06	-1.35839	1.62869e-15	1.54069e-13	0.12	2.59887e-06	0.000181519	0.000181524
2.68079e-06	-1.31267	2.23281e-15	2.07289e-13	0.12	2.68087e-06	2.35507e-05	2.35513e-05
2.73961e-06	-1.25524	3.37234e-15	3.2361e-13	0.12	2.73968e-06	6.85237e-05	6.85256e-05
2.72034e-06	-1.27267	2.96972e-15	2.82373e-13	0.12	2.72041e-06	6.6447e-07	6.64488e-07
2.73951e-06	-1.2683	3.06554e-15	2.8656e-13	0.12	2.73959e-06	2.70347e-06	2.70355e-06
2.76532e-06	-1.24231	3.71032e-15	3.52637e-13	0.12	2.7654e-06	0	0
2.75631e-06	-1.25524	3.37234e-15	3.15854e-13	0.12	2.75639e-06	6.82107e-07	6.82126e-07
2.76175e-06	-1.25524	3.37234e-15	3.13493e-13	0.12	2.76183e-06	6.85103e-07	6.85122e-07
2.7775e-06	-1.24661	3.59399e-15	3.32617e-13	0.12	2.77758e-06	6.9267e-07	6.9269e-07
2.78706e-06	-1.23802	3.83047e-15	3.55989e-13	0.12	2.78714e-06	6.96815e-07	6.96834e-07
2.79542e-06	-1.22948	4.08275e-15	3.81837e-13	0.12	2.7955e-06	7.00295e-07	7.00314e-07
2.78761e-06	-1.23375	3.95457e-15	3.70663e-13	0.12	2.78769e-06	6.96561e-07	6.9658e-07
2.79038e-06	-1.23802	3.83047e-15	3.54457e-13	0.12	2.79046e-06	6.98643e-07	6.98663e-07
2.81611e-06	-1.221	4.35187e-15	4.02167e-13	0.12	2.81619e-06	7.10541e-07	7.10561e-07
2.81893e-06	-1.21678	4.49314e-15	4.17441e-13	0.12	2.81901e-06	7.11526e-07	7.11546e-07
2.83723e-06	-1.20002	5.10629e-15	4.7888e-13	0.12	2.83731e-06	7.19301e-07	7.19321e-07
2.84157e-06	-1.19586	5.27244e-15	4.96013e-13	0.12	2.84165e-06	7.21115e-07	7.21135e-07
2.83667e-06	-1.20419	4.94545e-15	4.60364e-13	0.12	2.83675e-06	7.19561e-07	7.19581e-07
2.84816e-06	-1.20002	5.10629e-15	4.71732e-13	0.12	2.84824e-06	0	0
2.85387e-06	-1.19586	5.27244e-15	4.87577e-13	0.12	2.85395e-06	7.27855e-07	7.27876e-07
2.8542e-06	-1.20002	5.10629e-15	4.67647e-13	0.12	2.85428e-06	1.17262e-05	1.17265e-05
2.86992e-06	-1.18758	5.6214e-15	5.16969e-13	0.12	2.87e-06	7.35499e-07	7.3552e-07
2.86327e-06	-1.19586	5.27244e-15	4.80195e-13	0.12	2.86335e-06	7.33004e-07	7.33024e-07
2.82408e-06	-1.23375	3.95457e-15	3.51681e-13	0.12	2.82416e-06	0	0
2.74042e-06	-1.31267	2.23281e-15	1.91213e-13	0.12	2.74049e-06	6.80479e-07	6.80498e-07
2.64193e-06	-1.42958	1.01742e-15	8.08708e-14	0.12	2.642e-06	2.56203e-06	2.5621e-06
2.61499e-06	-1.47882	7.4483e-16	5.66407e-14	0.12	2.61506e-06	6.29373e-07	6.2939e-07
2.60589e-06	-1.49893	6.57738e-16	4.90467e-14	0.12	2.60596e-06	2.51064e-06	2.51071e-06
2.5797e-06	-1.55025	4.82468e-16	3.44617e-14	0.12	2.57977e-06	6.16818e-07	6.16836e-07
2.54845e-06	-1.61385	3.3325e-16	2.26272e-14	0.12	2.54852e-06	2.42643e-06	2.4265e-06
2.53271e-06	-1.68531	2.23691e-16	1.4087e-14	0.12	2.53279e-06	2.41715e-06	2.41722e-06
2.50589e-06	-1.74214	1.64877e-16	9.99712e-15	0.12	2.50596e-06	2.15661e-05	2.15667e-05
2.49847e-06	-1.78291	1.33281e-16	7.76695e-15	0.12	2.49854e-06	4.87661e-05	4.87674e-05
2.49327e-06	-1.8245	1.0781e-16	6.02828e-15	0.12	2.49334e-06	6.03794e-05	6.03811e-05
2.49815e-06	-1.87308	8.46714e-17	4.45904e-15	0.12	2.49822e-06	0.000158235	0.00015824
2.5032e-06	-1.89159	7.73541e-17	3.96675e-15	0.12	2.50327e-06	0.000202516	0.000202522
2.47799e-06	-1.95443	5.72816e-17	2.83767e-15	0.12	2.47806e-06	7.34005e-05	7.34026e-05
2.47552e-06	-1.96721	5.39501e-17	2.64629e-15	0.12	2.47559e-06	6.04932e-05	6.04949e-05
2.48293e-06	-1.993	4.78636e-17	2.26749e-15	0.12	2.483e-06	2.97678e-05	2.97686e-05
2.48956e-06	-2.03883	3.88375e-17	1.74438e-15	0.12	2.48963e-06	5.00042e-05	5.00056e-05
2.46271e-06	-2.16792	2.20946e-17	9.13073e-16	0.12	2.46278e-06	2.18637e-05	2.18643e-05
2.44771e-06	-2.21724	1.79694e-17	7.25359e-16	0.12	2.44778e-06	0.000157235	0.00015724
2.45201e-06	-2.23152	1.69409e-17	6.72183e-16	0.12	2.45208e-06	7.40033e-05	7.40053e-05
2.46957e-06	-2.30408	1.26267e-17	4.62595e-16	0.12	2.46964e-06	7.58553e-05	7.58574e-05
2.50917e-06	-2.25307	1.55091e-17	5.61362e-16	0.12	2.50924e-06	0.000212424	0.00021243
2.59793e-06	-2.09912	2.97144e-17	1.08658e-15	0.12	2.598e-06	0.000441289	0.000441301
2.60115e-06	-2.06544	3.44758e-17	1.29416e-15	0.12	2.60123e-06	1.69841e-05	1.69846e-05
2.5882e-06	-2.11956	2.71833e-17	9.86343e-16	0.12	2.58827e-06	6.06031e-06	6.06048e-06
2.52505e-06	-2.2603	1.50596e-17	5.28613e-16	0.12	2.52513e-06	0.000148904	0.000148908
2.52718e-06	-2.29673	1.30026e-17	4.42485e-16	0.12	2.52725e-06	7.99238e-05	7.9926e-05
2.50067e-06	-2.32625	1.15638e-17	3.98417e-16	0.12	2.50074e-06	9.33233e-05	9.33259e-05
2.52621e-06	-2.19599	1.96319e-17	7.2538e-16	0.12	2.52628e-06	0.000148035	0.000148039
2.53294e-06	-2.10591	2.88452e-17	1.14438e-15	0.12	2.53301e-06	4.13735e-05	4.13746e-05
2.58351e-06	-1.98652	4.93166e-17	2.04507e-15	0.12	2.58358e-06	0.000132204	0.000132207
2.58977e-06	-1.94806	5.90252e-17	2.52233e-15	0.12	2.58984e-06	0.000504391	0.000504405
2.59895e-06	-1.92908	6.45853e-17	2.77817e-15	0.12	2.59902e-06	0.00102531	0.00102534
2.60426e-06	-1.91025	7.06781e-17	3.07436e-15	0.12	2.60434e-06	0.00166963	0.00166968
2.56468e-06	-1.96721	5.39501e-17	2.32798e-15	0.12	2.56475e-06	0.00184517	0.00184522
2.53684e-06	-1.97363	5.23584e-17	2.33291e-15	0.12	2.53691e-06	0.00262638	0.00262645
2.55331e-06	-1.87308	8.46714e-17	4.12036e-15	0.12	2.55338e-06	0.00291428	0.00291436
2.52365e-06	-1.87923	8.21574e-17	4.11352e-15	0.12	2.52372e-06	0.00354307	0.00354317
2.52883e-06	-1.86083	8.99354e-17	4.56433e-15	0.12	2.52891e-06	0.00313979	0.00313988
2.5425e-06	-1.80658	1.18058e-16	6.29232e-15	0.12	2.54257e-06	0.00267852	0.00267859
2.54944e-06	-1.78291	1.33281e-16	7.23382e-15	0.12	2.54951e-06	0.00185549	0.00185555
2.55463e-06	-1.76533	1.45992e-16	8.03794e-15	0.12	2.5547e-06	0.00157284	0.00157289
2.57066e-06	-1.71921	1.86245e-16	1.06551e-14	0.12	2.57074e-06	0.00126038	0.00126041
2.561e-06	-1.69654	2.10429e-16	1.25599e-14	0.12	2.56107e-06	0.0010172	0.00101723
2.55457e-06	-1.68531	2.23691e-16	1.3662e-14	0.12	2.55464e-06	0.00123713	0.00123717
2.57462e-06	-1.66858	2.45195e-16	1.4922e-14	0.12	2.57469e-06	0.000410113	0.000410124
2.59178e-06	-1.63555	2.94708e-16	1.83374e-14	0.12	2.59185e-06	4.10232e-05	4.10243e-05
2.59714e-06	-1.61925	3.23159e-16	2.04251e-14	0.12	2.59721e-06	2.53877e-06	2.53884e-06
2.61201e-06	-1.5924	3.76912e-16	2.42637e-14	0.12	2.61208e-06	1.02898e-05	1.02901e-05
2.60799e-06	-1.60847	3.43657e-16	2.1751e-14	0.12	2.60806e-06	0.000385045	0.000385056
2.62176e-06	-1.57648	4.13432e-16	2.68968e-14	0.12	2.62183e-06	0.000129393	0.000129397
2.6079e-06	-1.5607	4.53552e-16	3.07688e-14	0.12	2.60797e-06	9.33243e-05	9.33269e-05
2.57892e-06	-1.53987	5.13261e-16	3.7271e-14	0.12	2.57899e-06	5.06788e-05	5.06802e-05
2.59124e-06	-1.504	6.37626e-16	4.81247e-14	0.12	2.59131e-06	2.4798e-06	2.47987e-06
2.6354e-06	-1.4491	8.97946e-16	6.98689e-14	0.12	2.63547e-06	6.37648e-07	6.37666e-07
2.61998e-06	-1.43444	9.86126e-16	8.0164e-14	0.12	2.62006e-06	6.27455e-07	6.27472e-07
2.65685e-06	-1.41509	1.11753e-15	8.94785e-14	0.12	2.65692e-06	6.45921e-07	6.45939e-07
2.69929e-06	-1.37707	1.43619e-15	1.16074e-13	0.12	2.69937e-06	2.66651e-06	2.66658e-06
2.7026e-06	-1.37707	1.43619e-15	1.15643e-13	0.12	2.70267e-06	0.00024961	0.000249617
2.74029e-06	-1.33994	1.84744e-15	1.51071e-13	0.12	2.74037e-06	8.43853e-05	8.43876e-05
2.72808e-06	-1.3308	1.96776e-15	1.66396e-13	0.12	2.72816e-06	6.75835e-07	6.75854e-07
2.71328e-06	-1.32171	2.09605e-15	1.83927e-13	0.12	2.71335e-06	6.66544e-07	6.66563e-07
2.67815e-06	-1.34914	1.73457e-15	1.51576e-13	0.12	2.67822e-06	8.03071e-05	8.03094e-05
2.68134e-06	-1.34453	1.7901e-15	1.57134e-13	0.12	2.68142e-06	6.51541e-07	6.51559e-07
2.6834e-06	-1.34453	1.7901e-15	1.56597e-13	0.12	2.68348e-06	0.000131345	0.000131348
2.68356e-06	-1.35376	1.68078e-15	1.44532e-13	0.12	2.68363e-06	0.000151341	0.000151346
2.67115e-06	-1.35376	1.68078e-15	1.46885e-13	0.12	2.67122e-06	0.000112044	0.000112047
2.61801e-06	-1.34453	1.7901e-15	1.69844e-13	0.12	2.61809e-06	0.000256511	0.000256518
2.55063e-06	-1.35376	1.68078e-15	1.69576e-13	0.12	2.5507e-06	0.000517847	0.000517862
2.5354e-06	-1.36304	1.57825e-15	1.59408e-13	0.12	2.53547e-06	0.000586816	0.000586832
2.53271e-06	-1.36304	1.57825e-15	1.59881e-13	0.12	2.53278e-06	0.00062501	0.000625028
2.53873e-06	-1.35839	1.62869e-15	1.65144e-13	0.12	2.5388e-06	0.000476842	0.000476855
2.54148e-06	-1.35376	1.68078e-15	1.71257e-13	0.12	2.54155e-06	0.00015207	0.000152075
2.63169e-06	-1.29922	2.45518e-15	2.48513e-13	0.12	2.63176e-06	0	0
2.69833e-06	-1.25092	3.48139e-15	3.55987e-13	0.12	2.69841e-06	6.49634e-07	6.49652e-07
2.75279e-06	-1.21257	4.63906e-15	4.77825e-13	0.12	2.75287e-06	2.70416e-06	2.70423e-06
2.75624e-06	-1.20837	4.78979e-15	4.95238e-13	0.12	2.75631e-06	6.76004e-07	6.76023e-07
2.75522e-06	-1.20837	4.78979e-15	4.95717e-13	0.12	2.75529e-06	6.75444e-07	6.75463e-07
2.77108e-06	-1.20002	5.10629e-15	5.26369e-13	0.12	2.77115e-06	2.73769e-06	2.73776e-06
2.76561e-06	-1.20419	4.94545e-15	5.08829e-13	0.12	2.76569e-06	6.80592e-07	6.80611e-07
2.75796e-06	-1.20837	4.78979e-15	4.93322e-13	0.12	2.75804e-06	6.76952e-07	6.7697e-07
2.73768e-06	-1.221	4.35187e-15	4.48297e-13	0.12	2.73776e-06	0	0
2.75622e-06	-1.20837	4.78979e-15	4.9428e-13	0.12	2.75629e-06	6.75992e-07	6.76011e-07
2.76069e-06	-1.20419	4.94545e-15	5.11797e-13	0.12	2.76076e-06	6.77892e-07	6.77911e-07
2.77322e-06	-1.19586	5.27244e-15	5.46101e-13	0.12	2.7733e-06	6.83658e-07	6.83677e-07
2.77964e-06	-1.19586	5.27244e-15	5.41356e-13	0.12	2.77972e-06	6.87176e-07	6.87195e-07
2.78904e-06	-1.19171	5.44409e-15	5.56769e-13	0.12	2.78912e-06	2.77266e-06	2.77273e-06
2.79909e-06	-1.18758	5.6214e-15	5.72059e-13	0.12	2.79917e-06	6.96716e-07	6.96735e-07
2.81931e-06	-1.17935	5.99377e-15	6.03887e-13	0.12	2.81939e-06	0	0
2.82558e-06	-1.17935	5.99377e-15	5.98493e-13	0.12	2.82566e-06	7.10088e-07	7.10107e-07
2.80938e-06	-1.18346	5.80452e-15	5.87757e-13	0.12	2.80946e-06	7.01787e-07	7.01806e-07
2.79605e-06	-1.19586	5.27244e-15	5.29229e-13	0.12	2.79612e-06	2.79025e-06	2.79033e-06
2.80955e-06	-1.18758	5.6214e-15	5.64189e-13	0.12	2.80963e-06	7.02441e-07	7.02461e-07
2.83174e-06	-1.17935	5.99377e-15	5.93698e-13	0.12	2.83182e-06	7.1346e-07	7.1348e-07
2.84263e-06	-1.17525	6.18927e-15	6.08693e-13	0.12	2.84271e-06	2.88108e-06	2.88116e-06
2.84289e-06	-1.18758	5.6214e-15	5.36644e-13	0.12	2.84297e-06	7.20697e-07	7.20717e-07
2.82908e-06	-1.21257	4.63906e-15	4.27723e-13	0.12	2.82916e-06	2.87179e-06	2.87187e-06
2.77509e-06	-1.24661	3.59399e-15	3.33336e-13	0.12	2.77517e-06	2.77093e-06	2.771e-06
2.62314e-06	-1.37238	1.48204e-15	1.32516e-13	0.12	2.62322e-06	0	0
2.5734e-06	-1.45402	8.70366e-16	7.22539e-14	0.12	2.57348e-06	6.03494e-07	6.03511e-07
2.53285e-06	-1.5347	5.29398e-16	4.0822e-14	0.12	2.53292e-06	5.88911e-07	5.88928e-07
2.54225e-06	-1.58177	4.00875e-16	2.85677e-14	0.12	2.54232e-06	5.98779e-07	5.98796e-07
2.52279e-06	-1.6575	2.60684e-16	1.71649e-14	0.12	2.52286e-06	5.94858e-07	5.94875e-07
2.50365e-06	-1.7537	1.55144e-16	9.26917e-15	0.12	2.50372e-06	5.92516e-07	5.92532e-07
2.56081e-06	-1.78291	1.33281e-16	7.15386e-15	0.12	2.56089e-06	5.16729e-05	5.16743e-05
2.56178e-06	-1.81851	1.11122e-16	5.71279e-15	0.12	2.56185e-06	6.42847e-05	6.42865e-05
2.55511e-06	-1.87308	8.46714e-17	4.12882e-15	0.12	2.55518e-06	6.43595e-05	6.43613e-05
2.5563e-06	-1.89779	7.50602e-17	3.55683e-15	0.12	2.55637e-06	0.000350699	0.000350709
2.54867e-06	-1.91651	6.85849e-17	3.2169e-15	0.12	2.54874e-06	0.000927964	0.000927989
2.56333e-06	-1.90401	7.28361e-17	3.39359e-15	0.12	2.5634e-06	0.00083663	0.000836653
2.5612e-06	-1.91025	7.06781e-17	3.27932e-15	0.12	2.56127e-06	0.000990662	0.000990689
2.58449e-06	-1.87923	8.21574e-17	3.81775e-15	0.12	2.58456e-06	0.00163637	0.00163642
2.55845e-06	-1.92908	6.45853e-17	2.94609e-15	0.12	2.55852e-06	0.000937319	0.000937345
2.53446e-06	-1.98007	5.08144e-17	2.26949e-15	0.12	2.53454e-06	0.0015861	0.00158615
2.521e-06	-2.01253	4.376e-17	1.92507e-15	0.12	2.52107e-06	0.00113301	0.00113304
2.49214e-06	-2.13328	2.56187e-17	1.04516e-15	0.12	2.49221e-06	0.00062776	0.000627777
2.51166e-06	-2.12641	2.63891e-17	1.05532e-15	0.12	2.51173e-06	0.000869196	0.00086922
2.49419e-06	-2.18191	2.08264e-17	8.10923e-16	0.12	2.49426e-06	0.00124422	0.00124425
2.51193e-06	-2.14017	2.48709e-17	9.79972e-16	0.12	2.512e-06	0.001871	0.00187105
2.52053e-06	-2.14017	2.48709e-17	9.67537e-16	0.12	2.5206e-06	0.00145922	0.00145926
2.52695e-06	-2.14708	2.41452e-17	9.24959e-16	0.12	2.52702e-06	0.00109827	0.0010983
2.51329e-06	-2.20305	1.90612e-17	7.08215e-16	0.12	2.51336e-06	0.0013942	0.00139423
2.5098e-06	-2.21724	1.79694e-17	6.62466e-16	0.12	2.50987e-06	0.00180746	0.00180751
2.51116e-06	-2.16792	2.20946e-17	8.46789e-16	0.12	2.51123e-06	0.000976004	0.000976031
2.50339e-06	-2.18191	2.08264e-17	7.96344e-16	0.12	2.50346e-06	0.000595991	0.000596008
2.50659e-06	-2.20305	1.90612e-17	7.12027e-16	0.12	2.50666e-06	0.00108506	0.00108509
2.50811e-06	-2.18191	2.08264e-17	7.90096e-16	0.12	2.50818e-06	0.00172529	0.00172533
2.49641e-06	-2.19599	1.96319e-17	7.46975e-16	0.12	2.49648e-06	0.00170999	0.00171004
2.50847e-06	-2.16792	2.20946e-17	8.46789e-16	0.12	2.50854e-06	0.00252675	0.00252682
2.51552e-06	-2.16095	2.27576e-17	8.69791e-16	0.12	2.51559e-06	0.00159114	0.00159119
2.52011e-06	-2.14708	2.41452e-17	9.27373e-16	0.12	2.52018e-06	0.00152668	0.00152672
2.54575e-06	-2.11956	2.71833e-17	1.03256e-15	0.12	2.54583e-06	0.00250596	0.00250603
2.55218e-06	-2.13328	2.56187e-17	9.52928e-16	0.12	2.55226e-06	0.00130249	0.00130253
2.57486e-06	-2.07885	3.24846e-17	1.22954e-15	0.12	2.57493e-06	0.00212332	0.00212338
2.58766e-06	-2.06544	3.44758e-17	1.29761e-15	0.12	2.58773e-06	0.00231276	0.00231282
2.61521e-06	-2.006	4.50868e-17	1.72618e-15	0.12	2.61529e-06	0.00226339	0.00226346
2.58266e-06	-1.97363	5.23584e-17	2.17583e-15	0.12	2.58273e-06	0.000624276	0.000624294
2.52406e-06	-1.83052	1.04597e-16	5.50412e-15	0.12	2.52413e-06	0.000898277	0.000898303
2.55304e-06	-1.69092	2.16956e-16	1.30567e-14	0.12	2.55311e-06	0.00199086	0.00199092
2.53148e-06	-1.6301	3.03898e-16	2.03661e-14	0.12	2.53155e-06	0.00209132	0.00209137
2.53051e-06	-1.60847	3.43657e-16	2.37442e-14	0.12	2.53059e-06	0.00150717	0.00150721
2.53421e-06	-1.58708	3.88708e-16	2.75474e-14	0.12	2.53428e-06	0.00131726	0.0013173
2.54258e-06	-1.5607	4.53552e-16	3.30366e-14	0.12	2.54265e-06	0.0014478	0.00144784
2.54439e-06	-1.55025	4.82468e-16	3.56196e-14	0.12	2.54446e-06	0.00132214	0.00132218
2.54911e-06	-1.5347	5.29398e-16	3.97632e-14	0.12	2.54918e-06	0.00109104	0.00109107
2.55435e-06	-1.51417	5.9926e-16	4.61349e-14	0.12	2.55442e-06	0.000984841	0.000984869
2.55039e-06	-1.49893	6.57738e-16	5.20723e-14	0.12	2.55047e-06	0.00200882	0.00200888
2.54265e-06	-1.48885	6.99914e-16	5.68029e-14	0.12	2.54272e-06	0.00113244	0.00113247
2.54065e-06	-1.46886	7.9268e-16	6.65323e-14	0.12	2.54072e-06	0.00198226	0.00198231
2.54143e-06	-1.45402	8.70366e-16	7.4691e-14	0.12	2.5415e-06	0.00221364	0.0022137
2.54146e-06	-1.4442	9.26413e-16	8.07867e-14	0.12	2.54154e-06	0.00123759	0.00123763
2.53754e-06	-1.42958	1.01742e-15	9.12485e-14	0.12	2.53761e-06	0.0010086	0.00100863
2.53344e-06	-1.4199	1.08309e-15	9.91835e-14	0.12	2.53351e-06	0.00100319	0.00100322
2.54611e-06	-1.4055	1.18975e-15	1.1e-13	0.12	2.54618e-06	0.000242928	0.000242935
2.55692e-06	-1.38649	1.34877e-15	1.27098e-13	0.12	2.55699e-06	4.83845e-05	4.83859e-05
2.53748e-06	-1.38177	1.39177e-15	1.35178e-13	0.12	2.53755e-06	0.00055132	0.000551335
2.52642e-06	-1.37238	1.48204e-15	1.48078e-13	0.12	2.5265e-06	0.000507959	0.000507973
2.52255e-06	-1.35839	1.62869e-15	1.67424e-13	0.12	2.52263e-06	3.67224e-05	3.67235e-05
2.52852e-06	-1.34914	1.73457e-15	1.80022e-13	0.12	2.52859e-06	0.000169784	0.000169788
2.53756e-06	-1.33536	1.90663e-15	2.00515e-13	0.12	2.53763e-06	0.00138973	0.00138977
2.54997e-06	-1.32171	2.09605e-15	2.22704e-13	0.12	2.55005e-06	0.00140218	0.00140222
2.54714e-06	-1.32171	2.09605e-15	2.23333e-13	0.12	2.54721e-06	0.00209839	0.00209844
2.5516e-06	-1.31718	2.16334e-15	2.31139e-13	0.12	2.55167e-06	0.00202794	0.002028
2.55047e-06	-1.31718	2.16334e-15	2.31356e-13	0.12	2.55054e-06	0.0030579	0.00305799
2.56167e-06	-1.30817	2.30457e-15	2.47353e-13	0.12	2.56174e-06	0.00236382	0.00236389
2.57287e-06	-1.29922	2.45518e-15	2.64472e-13	0.12	2.57294e-06	0.00206025	0.00206031
2.57011e-06	-1.29922	2.45518e-15	2.65208e-13	0.12	2.57018e-06	0.00197859	0.00197865
2.57093e-06	-1.29922	2.45518e-15	2.64963e-13	0.12	2.571e-06	0.00198004	0.00198009
2.57229e-06	-1.29922	2.45518e-15	2.64472e-13	0.12	2.57237e-06	0.00301114	0.00301123
2.57254e-06	-1.29922	2.45518e-15	2.64226e-13	0.12	2.57262e-06	0.00291696	0.00291704
2.57279e-06	-1.29922	2.45518e-15	2.6398e-13	0.12	2.57286e-06	0.0029176	0.00291768
2.57698e-06	-1.29476	2.5342e-15	2.73221e-13	0.12	2.57705e-06	0.00352229	0.00352239
2.5831e-06	-1.29032	2.61577e-15	2.82262e-13	0.12	2.58317e-06	0.00303492	0.003035
2.57834e-06	-1.29476	2.5342e-15	2.72715e-13	0.12	2.57841e-06	0.00143148	0.00143152
2.58799e-06	-1.29032	2.61577e-15	2.80692e-13	0.12	2.58806e-06	0.000876327	0.000876351
2.58741e-06	-1.29032	2.61577e-15	2.80692e-13	0.12	2.58749e-06	0.00137844	0.00137848
