1	10.596
2	7.695
3	17.247
4	79.315
5	75.363
6	24.218
7	51.574
8	52.947
9	17.498
10	35.776
11	2.252
12	13.939
13	102.396
14	36.063
15	9.355
16	34.769
17	63.248
18	70.634
19	11.164
20	4.400
21	18.279
22	11.828
23	2.455
24	6.713
25	8.764
26	18.456
27	12.023
28	9.842
29	15.480
30	8.354
31	28.853
32	8.747
33	16.525
34	20.684
35	15.786
36	23.585
37	4.760
38	16.009
39	16.464
40	20.223
41	5.544
42	134.074
43	12.196
44	62.118
45	167.045
46	47.338
47	55.170
48	11.176
49	59.981
50	89.893
51	141.261
52	17.781
53	2.959
54	6.750
55	23.596
56	71.606
57	90.186
58	55.549
59	53.446
60	11.771
61	10.111
62	36.492
63	3.245
64	111.923
65	44.452
66	58.617
67	252.319
68	279.922
69	126.432
70	10.734
71	24.068
72	111.803
73	80.056
74	89.442
75	0.865
76	33.112
77	3.210
78	21.815
79	4.331
80	3.334
81	17.055
82	9.480
83	8.739
84	9.378
85	9.467
86	20.582
87	28.767
88	10.752
89	14.899
90	22.237
91	34.746
92	23.224
93	28.485
94	13.755
95	6.935
96	4.831
97	2.412
98	11.229
99	14.529
100	26.220
101	2.659
102	15.037
103	40.335
104	53.298
105	162.885
106	108.141
107	15.456
108	15.200
109	15.073
110	6.950
111	10.859
112	4.775
113	8.267
114	10.563
115	10.720
116	9.355
117	13.977
118	24.707
119	18.926
120	23.965
121	14.029
122	4.936
123	21.859
124	7.490
125	17.997
126	17.592
127	18.154
128	24.967
129	20.706
130	23.455
131	15.684
132	24.928
133	27.794
134	4.720
135	8.950
136	24.475
137	28.219
138	35.438
139	19.518
140	5.713
141	10.964
142	22.613
143	18.647
144	4.919
145	0.130
146	13.134
147	20.753
148	7.750
149	7.643
150	11.099
151	24.279
152	8.572
153	12.864
154	14.905
155	7.227
156	5.783
157	4.527
158	5.014
159	14.616
160	5.111
161	7.021
162	3.969
163	5.363
164	2.938
165	5.153
166	6.235
167	12.143
168	7.221
169	4.410
170	3.410
171	5.352
172	7.142
173	9.611
174	8.726
175	9.684
176	4.587
177	2.789
178	2.160
179	6.444
180	2.213
181	2.942
182	4.928
183	4.863
184	6.350
185	5.187
186	3.520
187	6.196
188	6.376
189	9.899
190	16.375
191	5.217
192	2.150
193	7.631
194	17.059
195	13.640
196	19.926
197	7.311
198	5.281
199	6.212
200	5.134
201	8.552
202	9.639
203	7.545
204	5.066
205	2.786
206	4.293
207	2.151
208	1.350
209	5.520
210	11.085
211	6.348
212	10.266
213	7.861
214	6.129
215	8.321
216	4.884
217	2.474
218	6.834
219	5.093
220	3.001
221	2.971
222	3.717
223	5.635
224	9.203
225	2.885
226	2.406
227	5.958
228	5.407
229	6.256
230	4.968
231	3.389
232	4.275
233	2.557
234	5.387
235	9.068
236	2.935
237	2.543
238	6.783
239	3.359
240	6.198
241	15.294
242	10.626
243	6.461
244	3.033
245	3.272
246	4.241
247	2.246
248	3.634
249	3.139
250	1.101
251	1.361
252	3.890
253	2.214
254	2.722
255	3.870
256	1.635
257	2.082
258	1.693
259	2.849
260	3.162
261	2.433
262	6.996
263	4.172
264	2.043
265	9.193
266	6.178
267	3.798
268	3.921
269	4.824
270	5.479
271	4.559
272	1.521
273	6.570
274	3.841
275	2.644
276	2.542
277	4.138
278	1.931
279	1.577
280	1.375
281	2.718
282	2.490
283	2.570
284	1.260
285	1.717
286	3.248
287	1.081
288	4.103
289	4.649
290	2.432
291	2.782
292	4.047
293	4.735
294	5.543
295	3.649
296	6.028
297	4.361
298	4.673
299	2.991
300	3.442
301	73.581
302	9.319
303	1.588
304	2.289
305	2.252
306	3.496
307	6.948
308	17.186
309	1.553
310	2.790
311	6.063
312	8.326
313	6.484
314	3.236
315	5.247
316	2.560
317	2.719
318	17.283
319	2.041
320	1.012
321	7.780
322	4.534
323	4.935
324	3.495
325	4.899
326	2.635
327	5.315
328	5.723
329	1.956
330	3.531
331	2.014
332	2.733
333	1.778
334	2.091
335	2.785
336	2.943
337	4.076
338	2.891
339	11.551
340	12.025
341	9.594
342	3.650
343	1.888
344	16.975
345	21.917
346	39.220
347	31.575
348	17.844
349	7.835
350	44.156
351	37.357
352	7.840
353	8.665
354	33.230
355	33.681
356	9.164
357	1.662
358	8.368
