1.41361	0.76043	1.07404	0.15438
1.41361	0.75679	1.06890	0.15366
5.14039	0.76003	51.61628	2.12458
2.95572	0.75576	9.75762	0.68240
4.36933	0.75875	31.64559	1.51982
3.98380	0.75629	23.90830	1.25437
2.44168	0.75601	5.50256	0.46318
2.69870	0.76268	7.49506	0.57220
5.39741	0.75859	59.63957	2.34411
7.58207	0.75938	165.49835	4.73733
5.26890	0.76336	55.82885	2.24371
3.98380	0.76236	24.10044	1.26374
3.59827	0.75909	17.68265	1.02261
4.62635	0.75917	37.58606	1.70929
5.39741	0.76032	59.77550	2.34907
8.22462	0.76265	212.15044	5.63348
8.35313	0.76427	222.72185	5.82965
9.12419	0.76547	290.72417	7.02034
8.35313	0.76550	223.07972	5.83902
8.61015	0.76757	244.97409	6.23612
6.03996	0.76949	84.77633	2.99584
6.55400	0.77298	108.80704	3.56146
6.29698	0.77745	97.05918	3.29722
8.99568	0.78017	283.96376	6.94102
6.68251	0.78224	116.71589	3.75138
4.36933	0.78328	32.66868	1.56765
4.11231	0.78470	27.28556	1.38745
4.24082	0.78597	29.97256	1.48000
2.31317	0.78707	4.87085	0.43194
2.82721	0.78724	8.89516	0.64899
3.46976	0.78730	16.44408	0.98439
3.08423	0.78815	11.56165	0.77540
2.31317	0.78882	4.88170	0.43292
0.38553	0.79050	0.02265	0.01180
2.95572	0.79444	10.25699	0.71671
0.25702	0.79807	0.00677	0.00529
0.77106	0.79779	0.18286	0.04783
1.02808	0.79734	0.43320	0.08523
0.38553	0.79958	0.02291	0.01193
0.12851	0.80074	0.00085	0.00132
0.12851	0.80010	0.00085	0.00132
0.12851	0.80039	0.00085	0.00132
0.12851	0.79948	0.00085	0.00132
0.38553	0.79996	0.02292	0.01194
2.05616	0.79922	3.47383	0.34556
1.02808	0.79919	0.43421	0.08543
0.38553	0.79961	0.02291	0.01194
1.15659	0.80019	0.61901	0.10841
0.51404	0.80050	0.05437	0.02127
0.12851	0.80556	0.00085	0.00133
0.25702	0.80634	0.00685	0.00534
1.28510	0.80423	0.85342	0.13471
2.57019	0.80191	6.80759	0.54486
2.18467	0.80137	4.17793	0.39178
0.77106	0.80468	0.18444	0.04825
1.28510	0.80851	0.85796	0.13542
0.12851	0.80716	0.00086	0.00133
0.25702	0.80753	0.00686	0.00535
0.00000	0.80922	0.00000	0.00000
0.12851	0.80808	0.00086	0.00134
0.12851	0.80810	0.00086	0.00134
0.12851	0.80874	0.00086	0.00134
0.12851	0.80936	0.00086	0.00134
0.12851	0.81009	0.00086	0.00134
0.12851	0.80977	0.00086	0.00134
0.12851	0.80949	0.00086	0.00134
0.12851	0.81075	0.00086	0.00134
0.12851	0.81118	0.00086	0.00134
0.12851	0.81241	0.00086	0.00134
0.12851	0.81284	0.00086	0.00134
0.12851	0.81237	0.00086	0.00134
0.00000	0.81283	0.00000	0.00000
0.12851	0.81327	0.00086	0.00134
0.51404	0.81298	0.05521	0.02160
0.12851	0.81404	0.00086	0.00135
0.12851	0.81306	0.00086	0.00134
0.00000	0.81005	0.00000	0.00000
0.12851	0.80457	0.00085	0.00133
0.25702	0.79725	0.00677	0.00528
0.12851	0.79448	0.00084	0.00131
0.25702	0.79334	0.00673	0.00526
0.12851	0.79072	0.00084	0.00131
0.25702	0.78743	0.00668	0.00522
0.25702	0.78385	0.00665	0.00519
0.77106	0.78117	0.17905	0.04684
1.15659	0.77928	0.60284	0.10559
1.28510	0.77752	0.82507	0.13025
2.05616	0.77544	3.37044	0.33537
2.31317	0.77455	4.79340	0.42516
1.41361	0.77182	1.09013	0.15668
1.28510	0.77129	0.81846	0.12921
0.89957	0.77029	0.28037	0.06296
1.15659	0.76827	0.59433	0.10411
0.77106	0.76316	0.17492	0.04577
2.05616	0.76108	3.30803	0.32927
1.41361	0.76048	1.07410	0.15440
1.41361	0.75781	1.07034	0.15386
2.31317	0.75941	4.69969	0.41696
3.21274	0.76589	12.69888	0.81882
0.64255	0.76695	0.10173	0.03189
0.38553	0.76401	0.02189	0.01140
1.92765	0.75794	2.71451	0.28777
1.41361	0.75694	1.06910	0.15367
1.54212	0.75557	1.38548	0.18283
1.92765	0.76021	2.72264	0.28861
1.02808	0.76402	0.41510	0.08168
1.79914	0.76876	2.23850	0.25382
3.46976	0.77010	16.08485	0.96287
4.88337	0.77080	44.88213	1.93772
6.16847	0.77113	90.49624	3.13474
6.55400	0.76729	108.00695	3.53647
7.83909	0.76714	184.77503	5.12682
8.22462	0.77269	214.94359	5.70514
9.12419	0.77097	292.81306	7.07185
8.61015	0.77178	246.31709	6.27084
7.96760	0.77601	196.25487	5.36309
6.68251	0.77686	115.91256	3.72689
6.16847	0.77768	91.26445	3.16190
5.52592	0.78073	65.86912	2.53016
5.01188	0.78211	49.23132	2.07391
5.52592	0.78274	66.03913	2.53690
3.21274	0.78376	12.99509	0.83780
1.02808	0.78558	0.42681	0.08398
0.25702	0.78653	0.00668	0.00521
0.51404	0.78808	0.05352	0.02094
3.08423	0.78737	11.55015	0.77454
1.79914	0.78918	2.29795	0.26053
1.54212	0.79018	1.44894	0.19112
1.15659	0.79139	0.61221	0.10722
0.25702	0.79349	0.00674	0.00526
0.12851	0.79685	0.00085	0.00132
0.12851	0.79773	0.00085	0.00132
0.12851	0.79901	0.00085	0.00132
0.25702	0.80156	0.00680	0.00531
2.44168	0.80183	5.83601	0.49091
1.41361	0.80437	1.13609	0.16324
0.12851	0.80475	0.00085	0.00133
0.12851	0.80525	0.00085	0.00133
1.41361	0.80328	1.13456	0.16303
0.12851	0.80370	0.00085	0.00133
1.79914	0.80346	2.33953	0.26525
1.92765	0.80277	2.87506	0.30466
1.67063	0.80272	1.87143	0.22818
2.57019	0.80292	6.81616	0.54557
3.72678	0.80181	20.75125	1.16006
3.98380	0.80118	25.32758	1.32825
4.11231	0.80117	27.85818	1.41728
3.59827	0.80135	18.66705	1.07936
2.05616	0.80165	3.48437	0.34672
0.00000	0.80556	0.00000	0.00000
0.12851	0.80899	0.00086	0.00134
0.25702	0.81181	0.00689	0.00538
0.12851	0.81198	0.00086	0.00134
0.12851	0.81185	0.00086	0.00134
0.25702	0.81237	0.00690	0.00538
0.12851	0.81194	0.00086	0.00134
0.12851	0.81149	0.00086	0.00134
0.00000	0.81041	0.00000	0.00000
0.12851	0.81136	0.00086	0.00134
0.12851	0.81166	0.00086	0.00134
0.12851	0.81229	0.00086	0.00134
0.12851	0.81232	0.00086	0.00134
0.25702	0.81265	0.00690	0.00538
0.12851	0.81298	0.00086	0.00134
0.00000	0.81377	0.00000	0.00000
0.12851	0.81380	0.00086	0.00135
0.12851	0.81344	0.00086	0.00135
0.25702	0.81239	0.00690	0.00538
0.12851	0.81328	0.00086	0.00135
0.12851	0.81408	0.00086	0.00135
0.25702	0.81429	0.00691	0.00539
0.12851	0.81292	0.00086	0.00134
0.25702	0.81101	0.00688	0.00537
0.25702	0.80836	0.00686	0.00536
0.00000	0.79964	0.00000	0.00000
0.12851	0.79469	0.00084	0.00131
0.12851	0.79022	0.00084	0.00131
0.12851	0.78769	0.00084	0.00130
0.12851	0.78381	0.00083	0.00130
0.12851	0.77930	0.00083	0.00129
1.15659	0.77824	0.60204	0.10544
1.28510	0.77666	0.82416	0.13010
1.28510	0.77426	0.82162	0.12970
2.95572	0.77322	9.98308	0.69772
4.75486	0.77228	41.51077	1.83850
4.49784	0.77276	35.15802	1.64152
4.88337	0.77236	44.97296	1.94194
6.16847	0.77366	90.79315	3.14525
4.75486	0.77133	41.45949	1.83617
6.16847	0.76890	90.23489	3.12722
5.26890	0.76731	56.11789	2.25575
3.98380	0.76233	24.09930	1.26414
4.62635	0.76244	37.74776	1.71671
5.52592	0.75985	64.10817	2.46490
6.68251	0.76110	113.56196	3.65419
5.91145	0.76067	78.56869	2.83477
5.14039	0.76021	51.62898	2.12476
5.78294	0.75777	73.27480	2.69937
6.55400	0.75702	106.56004	3.49221
4.88337	0.75843	44.16162	1.90810
3.85529	0.75765	21.70756	1.17506
5.14039	0.75644	51.37280	2.11470
6.42549	0.75708	100.42292	3.35213
6.42549	0.75629	100.31733	3.34897
7.71058	0.75712	173.53782	4.89226
6.16847	0.75764	88.91300	3.08295
6.03996	0.75781	83.48974	2.95233
7.58207	0.75883	165.37761	4.73303
5.52592	0.75847	63.99165	2.45947
6.93952	0.76061	127.09245	3.94660
7.19654	0.76130	141.87175	4.25901
7.06803	0.76373	134.83503	4.11464
3.85529	0.76521	21.92413	1.18612
4.75486	0.77162	41.47503	1.83704
6.93952	0.77906	130.17615	4.04110
7.19654	0.78215	145.75837	4.37549
6.16847	0.78323	91.91577	3.18499
5.78294	0.78445	75.85421	2.79239
6.03996	0.78596	86.59131	3.06013
5.78294	0.78676	76.07787	2.80055
5.26890	0.78772	57.61059	2.31510
5.01188	0.78908	49.67006	2.09269
7.06803	0.79001	139.47544	4.25742
5.39741	0.79065	62.15969	2.44194
7.06803	0.79199	139.82413	4.26854
7.45356	0.79282	164.14748	4.77095
5.65443	0.79362	71.73770	2.69757
5.14039	0.79455	53.96120	2.22007
5.14039	0.79534	54.01445	2.22234
2.57019	0.79648	6.76144	0.54125
1.15659	0.79764	0.61704	0.10808
3.85529	0.79796	22.86240	1.23719
3.72678	0.79859	20.66795	1.15547
1.02808	0.79967	0.43447	0.08550
2.18467	0.80038	4.17276	0.39136
6.03996	0.80102	88.24973	3.12005
6.03996	0.80192	88.34899	3.12346
7.32505	0.80178	157.56400	4.65522
7.19654	0.80196	149.44876	4.48826
8.73866	0.80183	267.53817	6.72271
7.71058	0.80244	183.92671	5.18275
7.19654	0.80306	149.65394	4.49409
7.06803	0.80292	141.75487	4.32858
7.06803	0.80292	141.75539	4.32858
8.61015	0.80280	256.21953	6.52521
8.48164	0.80256	244.84171	6.32161
8.48164	0.80231	244.76574	6.31965
9.25270	0.80236	317.79329	7.58058
