1.59022	0.76284	1.53382	0.19582
1.59022	0.75922	1.52655	0.19488
5.78262	0.76236	73.70659	2.68932
3.32501	0.75811	13.93419	0.86450
4.91523	0.76101	45.18457	1.92438
4.48153	0.75855	34.13766	1.58815
2.74675	0.75827	7.85692	0.58696
3.03588	0.76479	10.69958	0.72529
6.07175	0.76081	85.15096	2.96668
8.52937	0.76162	236.29692	5.99051
5.92719	0.76546	79.69657	2.84137
4.48153	0.76453	34.40651	1.60121
4.04784	0.76138	25.24881	1.29558
5.20436	0.76145	53.66740	2.16465
6.07175	0.76263	85.35488	2.97442
9.25220	0.76498	302.93856	7.12796
9.39676	0.76659	318.02961	7.37863
10.26420	0.76780	415.13674	8.88615
9.39676	0.76789	318.56976	7.39190
9.68589	0.77000	349.84795	7.89684
6.79458	0.77194	121.07198	3.79702
7.37284	0.77537	155.37502	4.51504
7.08371	0.77985	138.59934	4.18199
10.11960	0.78268	405.54988	8.80388
7.51741	0.78485	166.71096	4.76027
4.91523	0.78593	46.66443	1.98981
4.62610	0.78744	38.97931	1.76136
4.77066	0.78880	42.82275	1.87904
2.60218	0.78989	6.95901	0.54849
3.18044	0.79014	12.70963	0.82413
3.90327	0.79026	23.49769	1.25001
3.46957	0.79110	16.52068	0.98470
2.60218	0.79178	6.97572	0.54983
0.43370	0.79344	0.03236	0.01499
3.32501	0.79721	14.65285	0.91027
0.28913	0.80076	0.00968	0.00671
0.86739	0.80051	0.26121	0.06075
1.15652	0.80007	0.61881	0.10824
0.43370	0.80220	0.03272	0.01515
0.14457	0.80336	0.00121	0.00168
0.14457	0.80278	0.00121	0.00168
0.14457	0.80307	0.00121	0.00168
0.14457	0.80220	0.00121	0.00168
0.43370	0.80265	0.03274	0.01516
2.31305	0.80195	4.96220	0.43890
1.15652	0.80195	0.62027	0.10849
0.43370	0.80249	0.03273	0.01516
1.30109	0.80307	0.88439	0.13770
0.57826	0.80336	0.07767	0.02702
0.14457	0.80817	0.00122	0.00169
0.28913	0.80905	0.00978	0.00678
1.44566	0.80717	1.21936	0.17113
2.89131	0.80501	9.72869	0.69232
2.45761	0.80459	5.97152	0.49784
0.86739	0.80763	0.26353	0.06129
1.44566	0.81132	1.22563	0.17202
0.14457	0.81001	0.00122	0.00170
0.28913	0.81031	0.00979	0.00679
0.00000	0.81195	0.00000	0.00000
0.14457	0.81081	0.00122	0.00170
