1.59022	0.76043	1.52899	0.19575
1.59022	0.75679	1.52166	0.19483
5.78262	0.76003	73.48055	2.70702
3.32501	0.75576	13.89098	0.86708
4.91523	0.75875	45.05057	1.93459
4.48153	0.75629	34.03572	1.59594
2.74675	0.75601	7.83350	0.58812
3.03588	0.76268	10.67001	0.72676
6.07175	0.75859	84.90239	2.98764
8.52937	0.75938	235.60319	6.05383
5.92719	0.76336	79.47772	2.85908
4.48153	0.76236	34.30926	1.60775
4.04784	0.75909	25.17307	1.30039
5.20436	0.75917	53.50734	2.17643
6.07175	0.76032	85.09590	2.99391
9.25220	0.76265	302.01705	7.20414
9.39676	0.76427	317.06589	7.45592
10.26420	0.76547	413.87910	8.98665
9.39676	0.76550	317.57534	7.46791
9.68589	0.76757	348.74388	7.97802
6.79458	0.76949	120.68694	3.82102
7.37284	0.77298	154.89669	4.54510
7.08371	0.77745	138.17262	4.20650
10.11960	0.78017	404.25087	8.88304
7.51741	0.78224	166.15593	4.78814
4.91523	0.78328	46.50703	1.99527
4.62610	0.78470	38.84368	1.76536
4.77066	0.78597	42.66873	1.88343
2.60218	0.78707	6.93417	0.54832
3.18044	0.78724	12.66313	0.82441
3.90327	0.78730	23.40977	1.25151
3.46957	0.78815	16.45911	0.98532
2.60218	0.78882	6.94961	0.54957
0.43370	0.79050	0.03224	0.01494
3.32501	0.79444	14.60188	0.91057
0.28913	0.79807	0.00964	0.00669
0.86739	0.79779	0.26032	0.06060
1.15652	0.79734	0.61670	0.10801
0.43370	0.79958	0.03261	0.01511
0.14457	0.80074	0.00121	0.00168
0.14457	0.80010	0.00121	0.00167
0.14457	0.80039	0.00121	0.00168
0.14457	0.79948	0.00121	0.00167
0.43370	0.79996	0.03263	0.01512
2.31305	0.79922	4.94530	0.43851
1.15652	0.79919	0.61813	0.10826
0.43370	0.79961	0.03261	0.01511
1.30109	0.80019	0.88122	0.13741
0.57826	0.80050	0.07739	0.02694
0.14457	0.80556	0.00122	0.00169
0.28913	0.80634	0.00974	0.00676
1.44566	0.80423	1.21492	0.17077
2.89131	0.80191	9.69129	0.69191
2.45761	0.80137	5.94761	0.49727
0.86739	0.80468	0.26257	0.06112
1.44566	0.80851	1.22138	0.17167
0.14457	0.80716	0.00122	0.00169
0.28913	0.80753	0.00976	0.00677
0.00000	0.80922	0.00000	0.00000
0.14457	0.80808	0.00122	0.00169
0.14457	0.80810	0.00122	0.00169
0.14457	0.80874	0.00122	0.00169
0.14457	0.80936	0.00122	0.00169
0.14457	0.81009	0.00122	0.00170
0.14457	0.80977	0.00122	0.00170
0.14457	0.80949	0.00122	0.00169
0.14457	0.81075	0.00122	0.00170
0.14457	0.81118	0.00123	0.00170
0.14457	0.81241	0.00123	0.00170
0.14457	0.81284	0.00123	0.00170
0.14457	0.81237	0.00123	0.00170
0.00000	0.81283	0.00000	0.00000
0.14457	0.81327	0.00123	0.00170
0.57826	0.81298	0.07860	0.02736
0.14457	0.81404	0.00123	0.00170
0.14457	0.81306	0.00123	0.00170
0.00000	0.81005	0.00000	0.00000
0.14457	0.80457	0.00122	0.00168
0.28913	0.79725	0.00963	0.00669
0.14457	0.79448	0.00120	0.00166
0.28913	0.79334	0.00959	0.00665
