1	6489	0.226698	0	-0.226698
2	4447	0.155359	0.21603	0.0606706
3	4534	0.158399	0.184659	0.0262602
4	4845	0.169264	0.144601	-0.0246624
5	2402	0.0839156	0.108224	0.0243086
6	1786	0.0623952	0.0785941	0.0161989
7	1413	0.0493642	0.0558022	0.006438
8	793	0.027704	0.0389094	0.0112054
9	703	0.0245598	0.0267229	0.00216308
10	327	0.011424	0.0181153	0.00669131
11	282	0.00985187	0.0121399	0.00228804
12	146	0.00510061	0.00805225	0.00295163
13	143	0.00499581	0.00529134	0.00029553
14	84	0.0029346	0.00344747	0.000512872
15	81	0.00282979	0.00222847	-0.000601327
16	68	0.00237563	0.00142995	-0.000945681
17	49	0.00171185	0.000911273	-0.000800577
18	20	0.000698714	0.000576991	-0.000121723
19	8	0.000279486	0.000363109	8.36237e-05
20	2	6.98714e-05	0.000227192	0.00015732
