1	5223	0.182469	0	-0.182469
2	3717	0.129856	0.190044	0.0601884
3	6093	0.212863	0.1709	-0.0419633
4	3712	0.129681	0.140787	0.0111056
5	2812	0.0982392	0.11094	0.0127006
6	2016	0.0704304	0.0849015	0.0144711
7	1412	0.0493292	0.0635784	0.0142491
8	1013	0.0353899	0.0467939	0.011404
9	711	0.0248393	0.0339477	0.00910839
10	658	0.0229877	0.0243251	0.00133738
11	344	0.0120179	0.0172415	0.00522363
12	241	0.00841951	0.0121025	0.00368303
13	152	0.00531023	0.00842087	0.00311064
14	123	0.00429709	0.00581221	0.00151512
15	118	0.00412241	0.00398199	-0.000140427
16	72	0.00251537	0.00270932	0.000193947
17	64	0.00223589	0.00183154	-0.000404346
18	62	0.00216601	0.00123066	-0.000935355
19	46	0.00160704	0.00082219	-0.000784854
20	16	0.000558971	0.000546322	-1.26495e-05
21	13	0.000454164	0.000361147	-9.30174e-05
22	3	0.000104807	0.000237565	0.000132757
